ticker,chunk,raw,chunk_norm,norm,percentile_rank,conviction,layer,industry,momentum,flow,real_fields,fundamentals_real_fields,fundamentals_quality,data_source,market_activity_source,market_activity_data_type,options_premium_is_real,dark_pool_data_is_real,global_ranking_status
ACMR,1,5.27,5.65,5.66,77.5,A,2,Semiconductor Equipment & Materials,-31.0,low_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ACN,3,5.0,4.16,4.07,5.1,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ACNB,3,5.0,4.16,4.07,5.1,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ACOG,3,5.87,9.85,9.19,94.0,A,9,Biotechnology,-18.6,dark_pool_buying,8,8,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ACP,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ACRE,3,5.0,4.16,4.07,5.1,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ACRS,1,4.81,2.89,2.95,1.2,A,9,Biotechnology,-6.2,low_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ACT,3,5.65,8.41,7.9,90.5,A,9,Insurance - Specialty,0.0,elevated_volume,6,6,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ACTU,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ACVA,3,5.0,4.16,4.07,5.1,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ADAG,3,6.09,10.0,10.0,95.8,B,9,Biotechnology,-31.0,low_volume,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
ADAMG,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ADAMH,3,4.99,4.09,4.01,4.4,A,9,,-0.9,low_volume,6,6,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ADAMM,3,5.0,4.16,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ADAMO,1,5.31,5.89,5.89,78.4,B,9,,-0.6,neutral,4,4,substantial,polygon,polygon,stock_market_proxy,False,False,recomputed
ADBE,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ADCT,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ADI,1,5.41,6.49,6.48,83.5,C,2,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ADMA,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ADP,1,5.79,8.77,8.72,92.8,A,6,Software - Application,-18.0,neutral,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ADPT,3,5.0,4.16,4.07,5.1,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ADSK,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ADT,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ADTN,1,6.46,10.0,10.0,95.8,A,3,Communication Equipment,-47.8,neutral,7,7,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ADTX,3,6.12,10.0,10.0,95.8,B,9,Biotechnology,-100.0,low_volume,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
ADUR,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ADUS,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ADX,2,5.0,4.01,4.07,5.1,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
AEAQ,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AEAQU,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AEE,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AEF,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AEHR,1,5.35,6.13,6.13,79.6,A,2,Semiconductor Equipment & Materials,-30.3,neutral,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AEI,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AEIS,1,5.05,4.33,4.36,70.0,A,9,Electrical Equipment & Parts,-19.1,low_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AEM,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AEP,1,5.48,6.91,6.89,87.1,A,1,Utilities - Regulated Electric,-2.3,low_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AER,3,5.0,4.16,4.07,5.1,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AES,1,4.88,3.31,3.36,2.1,A,1,Utilities - Diversified,-13.1,low_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AEXA,1,5.22,5.35,5.36,74.8,A,9,Shell Companies,-2.5,low_volume,6,6,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AFGD,3,5.22,5.6,5.36,74.8,A,9,,-10.1,low_volume,5,5,substantial,polygon,polygon,stock_market_proxy,False,False,recomputed
AFRM,1,5.35,6.13,6.13,79.6,C,8,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AFX.DE,3,5.0,4.16,4.07,5.1,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
AGAE,1,5.35,6.13,6.13,79.6,C,4,Software - Infrastructure,,neutral,3,3,partial,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AGBK,1,5.58,7.51,7.48,89.1,A,9,Banks - Regional,-43.6,neutral,6,6,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AGCC,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AGI,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AGIO,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AGL,3,5.0,4.16,4.07,5.1,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
AGMB,1,5.09,4.57,4.6,71.6,A,9,Biotechnology,-29.8,neutral,5,5,substantial,polygon,polygon,stock_market_proxy,False,False,recomputed
AGNCL,1,4.99,3.97,4.01,4.4,A,9,REIT - Mortgage,-1.0,low_volume,6,6,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AGNCN,1,4.99,3.97,4.01,4.4,A,9,REIT - Mortgage,-0.3,low_volume,6,6,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AGPU,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AI,1,5.41,6.49,6.48,83.5,C,5,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AIFC,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AIHS,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AII,3,5.09,4.75,4.6,71.6,A,9,Insurance - Property & Casualty,-24.3,low_volume,6,6,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AIIOW,1,5.08,4.51,4.54,70.5,C,9,,,neutral,3,3,partial,polygon,polygon,stock_market_proxy,False,False,recomputed
AIMDW,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AIN,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AIO,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AIQUY,3,5.22,5.6,5.36,74.8,B,9,Specialty Chemicals,-7.7,low_volume,6,6,high,simulated,simulated,neutral_default,False,False,recomputed
AIRE,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AIRG,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AIRS,3,5.0,4.16,4.07,5.1,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AIRT,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AISP,1,6.12,10.0,10.0,95.8,A,4,Software - Infrastructure,-71.0,low_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AIT,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AIV,3,5.0,4.16,4.07,5.1,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AIXA.DE,3,5.37,6.58,6.25,82.3,B,2,Semiconductor Equipment & Materials,-33.4,neutral,6,6,high,simulated,simulated,neutral_default,False,False,recomputed
AIXC,1,6.05,10.0,10.0,95.8,A,4,Software - Infrastructure,-86.9,low_volume,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AIXI,3,6.13,10.0,10.0,95.8,B,5,Software - Application,-97.2,neutral,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
AIZ,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AJG,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AJINY,3,5.0,4.16,4.07,5.1,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
AKAM,1,5.41,6.49,6.48,83.5,C,7,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AKAN,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ALAB,3,5.0,4.16,4.07,5.1,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ALB,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ALC,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ALCO,1,5.6,7.63,7.6,89.6,A,9,Farm Products,-13.0,neutral,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ALCY,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ALDF,3,5.0,4.16,4.07,5.1,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ALF,1,5.22,5.35,5.36,74.8,A,9,Shell Companies,-0.6,low_volume,6,6,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ALFUU,3,4.8,2.85,2.89,1.1,A,9,Shell Companies,-8.2,low_volume,6,6,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ALGN,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ALHC,3,5.24,5.73,5.48,77.0,A,9,Healthcare Plans,-20.0,low_volume,8,8,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ALISU,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ALIT,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ALKS,1,5.47,6.85,6.84,86.7,A,9,Drug Manufacturers - Specialty & Generic,-3.6,low_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ALKT,3,5.85,9.72,9.08,93.7,A,5,Software - Application,-40.3,low_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ALL,2,5.0,4.01,4.07,5.1,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ALLE,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ALLR,1,5.13,4.81,4.83,72.3,A,9,Biotechnology,-38.6,low_volume,6,6,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ALLY,1,5.52,7.15,7.13,88.1,A,3,Credit Services,-6.3,neutral,6,6,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ALMU,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ALNT,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ALNY,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ALOVW,3,5.23,5.66,5.42,75.6,C,9,,,neutral,1,1,partial,simulated,simulated,neutral_default,False,False,recomputed
ALOY,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ALRS,2,5.0,4.01,4.07,5.1,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ALTI,3,5.0,4.16,4.07,5.1,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ALVO,3,5.46,7.17,6.78,86.5,B,9,Drug Manufacturers - Specialty & Generic,-68.2,neutral,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
ALX,3,5.0,4.16,4.07,5.1,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ALXO,3,5.0,4.16,4.07,5.1,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AMAT,1,5.41,6.49,6.48,83.5,C,2,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AMBA,3,5.41,6.84,6.48,83.5,C,2,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
AMBR,1,5.89,9.37,9.31,94.3,A,4,Software - Infrastructure,-80.2,low_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AMC,1,5.21,5.29,5.3,74.6,A,9,Entertainment,-29.3,elevated_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AMCI,1,5.77,8.65,8.6,92.5,A,3,Computer Hardware,-76.0,neutral,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AMD,1,5.41,6.49,6.48,83.5,C,2,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AME,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AMGN,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AMIX,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AMKR,3,5.0,4.16,4.07,5.1,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
AMLX,3,5.0,4.16,4.07,5.1,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AMN,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AMOD,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AMPG,3,5.0,4.16,4.07,5.1,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
AMPGZ,2,5.0,4.01,4.07,5.1,C,9,,,neutral,2,2,partial,simulated,simulated,neutral_default,False,False,recomputed
AMPH,3,5.54,7.69,7.25,88.5,B,9,Drug Manufacturers - Specialty & Generic,-38.5,neutral,6,6,high,simulated,simulated,neutral_default,False,False,recomputed
AMPY,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AMRC,3,5.0,4.16,4.07,5.1,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
AMRX,1,5.13,4.81,4.83,72.3,A,9,Drug Manufacturers - Specialty & Generic,-0.7,low_volume,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AMST,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AMT,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AMTM,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AMTX,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AMWD,3,5.0,4.16,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AMX,1,5.0,4.03,4.07,5.1,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AMZN,1,5.41,6.49,6.48,83.5,C,5,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AN,2,5.0,4.01,4.07,5.1,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ANDE,2,5.0,4.01,4.07,5.1,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ANDG,3,5.0,4.16,4.07,5.1,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ANET,1,5.4,6.43,6.42,83.4,A,3,Computer Hardware,-5.9,low_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
