ticker,chunk,raw,chunk_norm,norm,percentile_rank,conviction,layer,industry,momentum,flow,real_fields,fundamentals_real_fields,fundamentals_quality,data_source,market_activity_source,market_activity_data_type,options_premium_is_real,dark_pool_data_is_real,global_ranking_status
6951.T,3,5.13,5.04,4.96,74.1,B,9,Scientific & Technical Instruments,,elevated_volume,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
6967.T,3,5.23,5.66,5.57,77.4,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
6971.T,3,5.23,5.66,5.57,77.4,B,9,Conglomerates,,neutral,6,6,high,simulated,simulated,neutral_default,False,False,recomputed
7731.T,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
7735.T,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
7751.T,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
8035.T,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
A,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
AA,1,5.62,8.01,7.97,91.0,A,9,Aluminum,-39.3,neutral,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AACBU,1,5.24,5.6,5.63,78.9,A,9,Shell Companies,-16.3,elevated_volume,6,6,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AACG,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AACI,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AACIU,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AACIW,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
AACO,3,4.9,3.61,3.54,3.7,A,9,Shell Companies,-0.1,neutral,5,5,substantial,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AACOU,1,4.97,3.89,3.97,5.7,A,9,Shell Companies,-0.7,low_volume,6,6,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AAME,1,6.49,10.0,10.0,95.8,A,9,Insurance - Life,-61.2,dark_pool_buying,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AAOI,1,5.77,8.96,8.9,93.8,A,3,Communication Equipment,-43.2,neutral,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AAON,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
AAPG,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AAPL,1,5.79,9.09,9.02,94.1,A,6,Consumer Electronics,-6.9,neutral,7,7,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AARD,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AB,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ABAT,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ABBNY,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ABBV,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ABCB,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ABEO,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ABLV,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ABLVW,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ABNB,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ABSI,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ABT,2,4.72,2.49,2.43,1.3,B,9,Medical Devices,-14.3,low_volume,8,8,high,simulated,simulated,neutral_default,False,False,recomputed
ABUS,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ABVEW,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ABX,1,5.58,7.76,7.73,90.1,A,9,Insurance - Life,-22.3,neutral,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ACA,3,5.23,5.66,5.57,77.4,B,9,Engineering & Construction,-0.1,neutral,6,6,high,simulated,simulated,neutral_default,False,False,recomputed
ACAA,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ACAD,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ACDC,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ACGCU,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ACGL,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ACHV,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ACI,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ACIU,1,5.8,9.15,9.08,94.2,A,9,Biotechnology,-35.5,low_volume,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ACIW,3,5.97,10.0,10.0,95.8,B,4,Software - Infrastructure,-13.1,neutral,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
ACLS,2,5.63,7.9,8.04,91.3,B,2,Semiconductor Equipment & Materials,-34.1,low_volume,8,8,high,simulated,simulated,neutral_default,False,False,recomputed
ACM,3,6.03,10.0,10.0,95.8,B,9,Engineering & Construction,-51.7,neutral,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
ACMR,1,5.41,6.68,6.68,85.0,C,2,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ACN,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ACNB,3,4.99,4.17,4.09,6.4,B,9,Banks - Regional,-3.6,low_volume,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
ACOG,3,5.81,9.26,9.14,94.4,A,9,Biotechnology,-9.4,elevated_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ACP,1,4.68,2.05,2.18,1.1,A,9,Asset Management,-3.2,neutral,5,5,substantial,polygon,polygon,stock_market_proxy,False,False,recomputed
ACRE,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ACRS,1,4.41,0.33,0.52,0.0,A,9,Biotechnology,-0.2,low_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ACT,3,4.89,3.55,3.48,3.5,A,9,Insurance - Specialty,-0.0,low_volume,6,6,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ACTU,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ACVA,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ADAG,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ADAMG,1,5.46,6.99,6.99,87.3,A,9,,-0.8,neutral,5,5,substantial,polygon,polygon,stock_market_proxy,False,False,recomputed
ADAMH,3,5.22,5.6,5.51,76.7,A,9,,-0.5,neutral,5,5,substantial,polygon,polygon,stock_market_proxy,False,False,recomputed
ADAMM,3,5.05,4.54,4.46,72.1,A,9,REIT - Mortgage,0.0,neutral,6,6,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ADAMO,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ADBE,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ADCT,1,6.56,10.0,10.0,95.8,A,9,Drug Manufacturers - Specialty & Generic,-78.7,dark_pool_buying,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ADI,1,5.62,8.01,7.97,91.0,A,2,Semiconductors,-14.8,neutral,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ADMA,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ADP,1,5.79,9.09,9.02,94.1,A,6,Software - Application,-7.6,neutral,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ADPT,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ADSK,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ADT,1,5.0,4.08,4.16,6.8,A,9,Security & Protection Services,-13.8,neutral,6,6,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ADTN,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ADTX,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ADUR,1,4.51,0.97,1.14,0.2,A,9,Pollution & Treatment Controls,-9.8,neutral,5,5,substantial,polygon,polygon,stock_market_proxy,False,False,recomputed
ADUS,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ADX,2,5.0,4.15,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
AEAQ,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AEAQU,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AEE,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AEF,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AEHR,1,5.41,6.68,6.68,85.0,C,2,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AEI,1,5.65,8.2,8.16,91.6,A,9,Real Estate - Development,-60.7,elevated_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AEIS,1,5.24,5.6,5.63,78.9,A,9,Electrical Equipment & Parts,-22.8,low_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AEM,1,4.82,2.93,3.05,2.6,A,9,Gold,-17.8,neutral,7,7,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AEP,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AER,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AES,1,5.35,6.3,6.31,81.5,C,1,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AEXA,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AFGD,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AFRM,1,5.35,6.3,6.31,81.5,C,8,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AFX.DE,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
AGAE,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AGBK,1,5.82,9.28,9.21,94.4,A,9,Banks - Regional,-49.4,low_volume,7,7,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AGCC,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AGI,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AGIO,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AGL,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
AGMB,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AGNCL,1,5.8,9.15,9.08,94.2,A,9,REIT - Mortgage,-1.0,dark_pool_buying,6,6,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AGNCN,1,4.58,1.41,1.57,0.5,A,9,REIT - Mortgage,-0.1,low_volume,6,6,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AGPU,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AI,1,5.41,6.68,6.68,85.0,C,5,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AIFC,1,5.65,8.2,8.16,91.6,A,4,Software - Infrastructure,-93.8,neutral,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AIHS,1,5.36,6.36,6.37,84.0,A,9,Rental & Leasing Services,-63.8,low_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AII,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AIIOW,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AIMDW,1,5.08,4.58,4.65,72.6,C,9,,,neutral,3,3,partial,polygon,polygon,stock_market_proxy,False,False,recomputed
AIN,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AIO,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AIQUY,3,5.31,6.16,6.06,80.4,B,9,Specialty Chemicals,-10.7,neutral,5,5,substantial,simulated,simulated,neutral_default,False,False,recomputed
AIRE,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AIRG,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AIRS,3,6.14,10.0,10.0,95.8,A,9,Medical Care Facilities,-76.8,elevated_volume,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AIRT,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AISP,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AIT,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AIV,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AIXA.DE,3,5.63,8.14,8.04,91.3,B,2,Semiconductor Equipment & Materials,-38.3,neutral,6,6,high,simulated,simulated,neutral_default,False,False,recomputed
AIXC,1,5.79,9.09,9.02,94.1,A,4,Software - Infrastructure,-79.3,elevated_volume,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AIXI,3,6.72,10.0,10.0,95.8,B,5,Software - Application,-98.2,dark_pool_buying,8,8,high,simulated,simulated,neutral_default,False,False,recomputed
AIZ,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AJG,1,5.13,4.9,4.96,74.1,A,9,Insurance Brokers,-16.4,low_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AJINY,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
AKAM,1,5.41,6.68,6.68,85.0,C,7,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AKAN,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ALAB,3,6.14,10.0,10.0,95.8,B,2,Semiconductors,-41.0,neutral,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
ALB,1,5.21,5.41,5.45,76.5,A,9,Specialty Chemicals,-37.0,neutral,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ALC,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ALCO,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ALCY,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ALDF,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ALF,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ALFUU,3,4.8,2.99,2.92,2.2,A,9,Shell Companies,-9.8,low_volume,6,6,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ALGN,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ALHC,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ALISU,1,4.8,2.81,2.92,2.2,A,9,Shell Companies,-5.0,low_volume,5,5,substantial,polygon,polygon,stock_market_proxy,False,False,recomputed
ALIT,1,6.1,10.0,10.0,95.8,A,5,Software - Application,-81.8,low_volume,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ALKS,1,5.28,5.85,5.88,79.8,A,9,Drug Manufacturers - Specialty & Generic,-8.4,low_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ALKT,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ALL,2,5.0,4.15,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ALLE,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ALLR,1,4.53,1.09,1.26,0.4,A,9,Biotechnology,-27.9,neutral,5,5,substantial,polygon,polygon,stock_market_proxy,False,False,recomputed
ALLY,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ALMU,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ALNT,1,5.31,6.04,6.06,80.4,A,2,Electronic Components,-8.3,neutral,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ALNY,1,5.42,6.74,6.74,86.8,A,9,Biotechnology,-51.9,low_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ALOVW,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ALOY,1,5.27,5.79,5.82,79.3,A,9,Other Industrial Metals & Mining,-50.8,neutral,6,6,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ALRS,2,4.99,4.09,4.09,6.4,B,9,Banks - Regional,-3.8,low_volume,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
ALTI,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ALVO,3,5.51,7.4,7.3,88.5,B,9,Drug Manufacturers - Specialty & Generic,-55.2,neutral,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
ALX,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ALXO,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AMAT,1,5.41,6.68,6.68,85.0,C,2,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AMBA,3,5.27,5.91,5.82,79.3,B,2,Semiconductor Equipment & Materials,-21.8,low_volume,8,8,high,simulated,simulated,neutral_default,False,False,recomputed
AMBR,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AMC,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AMCI,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AMD,1,5.39,6.55,6.56,84.9,A,2,Semiconductors,-19.4,neutral,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AME,1,5.31,6.04,6.06,80.4,A,9,Specialty Industrial Machinery,-5.5,neutral,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AMGN,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AMIX,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AMKR,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
AMLX,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AMN,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AMOD,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AMPG,3,6.43,10.0,10.0,95.8,B,3,Communication Equipment,-63.5,dark_pool_buying,8,8,high,simulated,simulated,neutral_default,False,False,recomputed
AMPGZ,2,5.0,4.15,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
AMPH,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
AMPY,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AMRC,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
AMRX,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AMST,1,6.61,10.0,10.0,95.8,A,5,Software - Application,-75.6,low_volume,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AMT,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AMTM,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AMTX,1,5.27,5.79,5.82,79.3,A,9,Specialty Chemicals,-49.6,neutral,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AMWD,3,5.0,4.23,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AMX,1,5.0,4.08,4.16,6.8,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AMZN,1,5.3,5.98,6.0,80.2,A,5,Internet Retail,-6.8,low_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AN,2,5.0,4.15,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ANDE,2,5.0,4.15,4.16,6.8,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ANDG,3,5.2,5.47,5.39,76.3,B,9,Personal Services,-8.4,neutral,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
