ticker,chunk,raw,chunk_norm,norm,percentile_rank,conviction,layer,industry,momentum,flow,real_fields,fundamentals_real_fields,fundamentals_quality,data_source,market_activity_source,market_activity_data_type,options_premium_is_real,dark_pool_data_is_real,global_ranking_status
CXE,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
CXH,3,5.0,4.18,4.14,6.2,C,9,,,neutral,1,1,partial,simulated,simulated,neutral_default,False,False,recomputed
CXM,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
CYCU,3,5.68,8.49,8.33,92.1,A,3,Information Technology Services,-96.7,low_volume,8,8,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
CYCUW,1,4.85,3.21,3.22,3.5,C,9,,,neutral,3,3,partial,finnhub,finnhub,stock_market_proxy,False,False,recomputed
CYTK,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
CZFS,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
CZR,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
D,1,5.63,8.03,8.02,91.3,A,1,Utilities - Regulated Electric,0.0,neutral,7,7,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DAR,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DASH,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DASTY,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DAVA,1,6.03,10.0,10.0,95.9,A,4,Software - Infrastructure,-81.9,low_volume,8,8,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DAVEW,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DB,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DBL,1,5.31,6.05,6.05,79.6,A,9,Asset Management,-2.9,neutral,5,5,substantial,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DBRG,3,5.3,6.08,5.99,79.4,A,9,Asset Management,-0.1,neutral,7,7,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DBVT,3,4.85,3.22,3.22,3.5,A,9,Biotechnology,-32.8,low_volume,7,7,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DBX,3,5.38,6.59,6.48,83.9,B,4,Software - Infrastructure,-9.3,neutral,6,6,high,simulated,simulated,neutral_default,False,False,recomputed
DCGO,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DCI,1,5.0,4.13,4.14,6.2,A,9,Specialty Industrial Machinery,-18.8,neutral,7,7,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DCO,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DCOM,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DCOY,1,5.74,8.71,8.7,92.8,A,9,Biotechnology,-96.7,low_volume,6,6,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DCTH,1,5.13,4.94,4.94,73.9,A,9,Medical Devices,-3.8,low_volume,8,8,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DCX,1,6.89,10.0,10.0,95.9,A,9,Auto Manufacturers,-100.0,dark_pool_buying,7,7,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DD,3,5.23,5.63,5.56,76.7,B,9,Specialty Chemicals,-12.2,neutral,6,6,high,simulated,simulated,neutral_default,False,False,recomputed
DDC,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DDD,3,5.65,8.3,8.15,91.6,B,3,Computer Hardware,-20.9,low_volume,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
DDOG,1,5.05,4.44,4.45,71.7,A,4,Software - Application,-7.2,neutral,7,7,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DDS,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DE,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DEA,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
DECK,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DEI,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DELL,1,5.35,6.3,6.3,80.9,C,3,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DERM,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DEVS,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DFDVW,1,5.89,9.63,9.63,95.3,A,9,,-92.5,low_volume,7,7,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DFNS,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DFP,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DG,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DGII,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DGX,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DGXX,1,6.05,10.0,10.0,95.9,A,1,Utilities - Independent Power Producers,-46.8,low_volume,8,8,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DHF,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DHI,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DHR,1,4.75,2.59,2.6,1.7,A,9,Diagnostics & Research,-17.4,neutral,6,6,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DINO,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DIOD,3,5.41,6.78,6.67,84.5,C,2,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DIS,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DJCO,2,5.0,4.11,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DLHC,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DLR,1,5.35,6.3,6.3,80.9,C,3,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DLTEY,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DLTR,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DLXY,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DLY,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
DMAA,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
DMAAR,1,5.0,4.13,4.14,6.2,C,9,,,neutral,1,1,partial,simulated,simulated,neutral_default,False,False,recomputed
DMAAU,3,4.58,1.51,1.55,0.4,A,9,Shell Companies,-8.4,low_volume,6,6,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DMII,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DMIIR,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DMO,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DMRA,2,4.73,2.5,2.48,1.5,B,9,Biotechnology,-16.4,neutral,5,5,substantial,simulated,simulated,neutral_default,False,False,recomputed
DMRC,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DNA,1,5.08,4.63,4.63,72.3,B,9,Biotechnology,-43.7,neutral,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
DNLI,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DNN,1,5.35,6.3,6.3,80.9,C,1,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DNPLY,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DNUT,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DOC,1,4.49,0.98,1.0,0.1,B,9,REIT - Healthcare Facilities,-1.3,low_volume,8,8,high,simulated,simulated,neutral_default,False,False,recomputed
DOCN,1,5.35,6.3,6.3,80.9,C,4,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DOCU,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DOLE,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DOO,1,5.11,4.81,4.82,73.7,B,9,Recreational Vehicles,-27.3,neutral,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
DORM,3,4.98,4.05,4.02,5.4,B,9,Auto Parts,-16.7,neutral,6,6,high,simulated,simulated,neutral_default,False,False,recomputed
DOV,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DOW,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DPG,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
DPRO,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DPZ,1,5.7,8.46,8.46,92.4,B,9,Restaurants,-37.1,neutral,6,6,high,simulated,simulated,neutral_default,False,False,recomputed
DQ,1,6.5,10.0,10.0,95.9,B,2,Semiconductor Equipment & Materials,-65.3,neutral,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
DRAM,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DRDB,3,4.58,1.51,1.55,0.4,A,9,Shell Companies,0.0,low_volume,6,6,high,polygon,polygon,stock_market_proxy,False,False,recomputed
DRI,2,5.0,4.11,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DRVN,3,4.74,2.53,2.54,1.6,A,9,Auto & Truck Dealerships,-19.3,neutral,7,7,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DSAC,1,5.78,8.95,8.95,93.7,B,9,Shell Companies,-0.2,dark_pool_buying,6,6,high,simulated,simulated,neutral_default,False,False,recomputed
DSACU,3,5.35,6.4,6.3,80.9,A,9,Shell Companies,-1.2,elevated_volume,5,5,substantial,polygon,polygon,stock_market_proxy,False,False,recomputed
DSCSY,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DSGR,2,5.16,5.07,5.13,75.1,B,9,Industrial Distribution,-17.6,low_volume,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
DSL,1,5.06,4.5,4.51,71.9,B,9,Asset Management,-3.9,neutral,5,5,substantial,simulated,simulated,neutral_default,False,False,recomputed
DSP,2,5.23,5.49,5.56,76.7,B,5,Software - Application,-10.9,low_volume,8,8,high,simulated,simulated,neutral_default,False,False,recomputed
DSX,3,5.09,4.75,4.69,73.3,A,9,Marine Shipping,-25.9,low_volume,7,7,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DSYWW,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DT,3,5.73,8.81,8.64,92.7,B,4,Software - Application,-20.2,neutral,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
DTCRF,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DTE,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DTK,3,5.22,5.57,5.5,76.1,A,9,,-5.8,low_volume,5,5,substantial,finnhub,finnhub,stock_market_proxy,False,False,recomputed
DTSS,1,5.89,9.63,9.63,95.3,B,4,Software - Infrastructure,-65.3,low_volume,8,8,high,simulated,simulated,neutral_default,False,False,recomputed
DTW,1,5.64,8.09,8.09,91.6,B,9,,-7.8,neutral,4,4,substantial,simulated,simulated,neutral_default,False,False,recomputed
DUK,1,5.63,8.03,8.02,91.3,B,1,Utilities - Regulated Electric,-5.2,neutral,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
DUO,3,5.69,8.55,8.39,92.3,A,9,Real Estate Services,-87.6,low_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
DUOL,2,5.35,6.21,6.3,80.9,C,6,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DV,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DVA,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DVN,1,5.35,6.3,6.3,80.9,B,1,Oil & Gas E&P,-18.3,neutral,6,6,high,simulated,simulated,neutral_default,False,False,recomputed
DXC,2,5.85,9.2,9.38,94.8,B,3,Information Technology Services,-39.6,neutral,6,6,high,simulated,simulated,neutral_default,False,False,recomputed
DXCM,1,5.0,4.13,4.14,6.2,B,9,Medical Devices,-16.3,neutral,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
DY,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DYN,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
DYNCW,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
E,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EA,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EAD,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EARN,3,5.08,4.68,4.63,72.3,A,9,Asset Management,-14.1,neutral,5,5,substantial,polygon,polygon,stock_market_proxy,False,False,recomputed
EAT,1,4.97,3.95,3.96,5.1,B,9,Restaurants,0.0,neutral,6,6,high,simulated,simulated,neutral_default,False,False,recomputed
EBAY,1,4.66,2.03,2.04,0.8,B,9,Internet Retail,-1.2,low_volume,8,8,high,simulated,simulated,neutral_default,False,False,recomputed
EBMT,1,4.99,4.07,4.08,5.6,B,9,Banks - Regional,-4.4,low_volume,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
EC,3,5.42,6.84,6.73,86.2,B,1,Oil & Gas Integrated,-6.0,neutral,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
ECAT,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ECBK,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ECCC,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ECCV,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ECCX,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ECG,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ECL,1,5.22,5.49,5.5,76.1,B,9,Specialty Chemicals,-10.6,low_volume,8,8,high,simulated,simulated,neutral_default,False,False,recomputed
ECO,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ECX,1,5.27,5.8,5.8,78.8,B,9,Auto Parts,-56.4,low_volume,8,8,high,simulated,simulated,neutral_default,False,False,recomputed
ED,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EDBLW,1,5.0,4.13,4.14,6.2,C,9,,,neutral,3,3,partial,simulated,simulated,neutral_default,False,False,recomputed
EDD,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EDF,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EDIT,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EDN,3,5.73,8.81,8.64,92.7,B,1,Utilities - Regulated Electric,-28.8,low_volume,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
EDRY,1,5.15,5.06,5.06,74.8,B,9,Marine Shipping,-13.4,neutral,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
EEIQ,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EFSC,1,4.99,4.07,4.08,5.6,B,9,Banks - Regional,-2.3,low_volume,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
EFSI,3,5.46,7.09,6.98,86.9,B,9,Banks - Regional,-6.1,neutral,6,6,high,simulated,simulated,neutral_default,False,False,recomputed
EFT,1,4.84,3.14,3.15,3.0,B,9,Asset Management,-8.1,low_volume,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
EFX,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EGBN,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
EGY,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EHGO,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EHLD,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EIIA,2,6.03,10.0,10.0,95.9,B,9,Asset Management,-0.4,dark_pool_buying,6,6,high,simulated,simulated,neutral_default,False,False,recomputed
EIKN,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EIM,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EIX,1,5.55,7.53,7.53,89.3,B,1,Utilities - Regulated Electric,-0.7,neutral,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
EKSO,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EL,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ELAB,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ELAN,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ELBM,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ELC,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ELDN,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ELLO,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ELMD,1,5.46,6.98,6.98,86.9,B,9,Medical Devices,-1.4,dark_pool_buying,8,8,high,simulated,simulated,neutral_default,False,False,recomputed
ELME,1,5.91,9.76,9.75,95.5,B,9,REIT - Residential,-52.2,low_volume,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
ELTK,1,5.35,6.3,6.3,80.9,B,2,Electronic Components,-22.1,low_volume,8,8,high,simulated,simulated,neutral_default,False,False,recomputed
ELTX,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ELUT,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ELV,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EMA,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EMBC,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EMBJ,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EME,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EMF,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EMN,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EMO,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
EMPD,3,6.12,10.0,10.0,95.9,A,9,Auto Manufacturers,-82.1,elevated_volume,8,8,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
EMR,1,5.35,6.3,6.3,80.9,C,3,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ENB,1,5.56,7.6,7.59,89.4,B,1,Oil & Gas Midstream,-5.8,neutral,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
ENJ,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ENOV,1,5.62,7.97,7.96,90.9,B,9,Medical Devices,-24.3,neutral,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
ENPH,1,5.35,6.3,6.3,80.9,C,1,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ENR,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ENTG,1,5.51,7.29,7.28,87.9,B,2,Semiconductor Equipment & Materials,-21.0,neutral,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
ENVA,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ENVB,1,5.74,8.71,8.7,92.8,B,9,Biotechnology,-92.2,low_volume,6,6,high,simulated,simulated,neutral_default,False,False,recomputed
ENVX,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EOG,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EONR,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EOT,3,5.31,6.14,6.05,79.6,B,9,Asset Management,-2.1,neutral,5,5,substantial,simulated,simulated,neutral_default,False,False,recomputed
EPAM,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EPC,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
EPD,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EPM,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
EPRX,1,5.3,5.99,5.99,79.4,B,9,Biotechnology,-26.4,low_volume,6,6,high,simulated,simulated,neutral_default,False,False,recomputed
EPSM,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EQ,1,4.75,2.59,2.6,1.7,B,9,Biotechnology,-9.1,neutral,5,5,substantial,simulated,simulated,neutral_default,False,False,recomputed
EQIX,1,5.81,9.14,9.13,94.1,B,3,REIT - Specialty,-5.8,neutral,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
EQPT,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EQR,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
EQS,3,5.53,7.54,7.41,88.9,B,9,Asset Management,-51.8,neutral,6,6,high,simulated,simulated,neutral_default,False,False,recomputed
EQT,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ERAS,3,4.49,0.94,1.0,0.1,A,9,Biotechnology,-17.5,neutral,5,5,substantial,polygon,polygon,stock_market_proxy,False,False,recomputed
ERC,2,5.0,4.11,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ERH,1,4.52,1.17,1.18,0.3,B,9,Asset Management,-2.7,neutral,6,6,high,simulated,simulated,neutral_default,False,False,recomputed
ERIC,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ERII,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ERO,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ES,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ESAB,3,5.0,4.18,4.14,6.2,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ESEA,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ESLAW,1,5.0,4.13,4.14,6.2,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
