ticker,chunk,raw,chunk_norm,norm,percentile_rank,conviction,layer,industry,momentum,flow,real_fields,fundamentals_real_fields,fundamentals_quality,data_source,market_activity_source,market_activity_data_type,options_premium_is_real,dark_pool_data_is_real,global_ranking_status
ACIW,3,4.97,3.97,3.93,5.4,B,4,Software - Infrastructure,0.0,neutral,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
ACLS,2,5.63,8.09,8.33,92.4,B,2,Semiconductor Equipment & Materials,-24.3,low_volume,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
ACM,3,5.0,4.17,4.13,6.3,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ACMR,1,5.41,7.08,6.86,85.2,C,2,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ACN,3,5.0,4.17,4.13,6.3,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ACNB,3,5.0,4.17,4.13,6.3,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ACOG,3,5.65,8.43,8.47,92.6,A,9,Biotechnology,-20.1,dark_pool_buying,8,8,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ACP,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ACRE,3,4.85,3.18,3.12,3.1,A,9,REIT - Mortgage,-14.6,neutral,6,6,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ACRS,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ACT,3,5.0,4.17,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ACTU,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ACVA,3,5.65,8.43,8.47,92.6,B,9,Auto & Truck Dealerships,-51.4,neutral,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
ADAG,3,5.0,4.17,4.13,6.3,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ADAMG,1,5.37,6.79,6.6,84.3,A,9,,-1.1,elevated_volume,6,6,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ADAMH,3,5.0,4.17,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ADAMM,3,5.0,4.17,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ADAMO,1,5.31,6.36,6.2,79.4,B,9,,-0.5,neutral,4,4,substantial,polygon,polygon,stock_market_proxy,False,False,recomputed
ADBE,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ADCT,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ADI,1,5.41,7.08,6.86,85.2,C,2,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ADMA,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ADP,1,5.35,6.65,6.46,81.1,C,6,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ADPT,3,5.0,4.17,4.13,6.3,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ADSK,1,5.74,9.45,9.07,93.8,A,5,Software - Application,-36.1,low_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ADT,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ADTN,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ADTX,3,5.0,4.17,4.13,6.3,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ADUR,1,4.94,3.71,3.73,5.2,A,9,Pollution & Treatment Controls,-22.3,neutral,5,5,substantial,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ADUS,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ADX,2,4.75,2.48,2.46,1.3,B,9,Asset Management,0.0,neutral,6,6,high,simulated,simulated,neutral_default,False,False,recomputed
AEAQ,1,4.97,3.92,3.93,5.4,A,9,Shell Companies,-0.0,low_volume,6,6,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AEAQU,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AEE,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AEF,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AEHR,1,5.48,7.58,7.33,88.6,A,2,Semiconductor Equipment & Materials,-24.7,elevated_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AEI,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AEIS,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AEM,1,5.61,8.52,8.2,91.7,A,9,Gold,-43.5,low_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AEP,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AER,3,5.0,4.17,4.13,6.3,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AES,1,5.35,6.65,6.46,81.1,A,1,Utilities - Diversified,-13.2,neutral,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AEXA,1,4.9,3.42,3.46,3.8,A,9,Shell Companies,0.0,neutral,5,5,substantial,polygon,polygon,stock_market_proxy,False,False,recomputed
AFGD,3,5.0,4.17,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AFRM,1,5.48,7.58,7.33,88.6,A,8,Credit Services,-11.4,neutral,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AFX.DE,3,5.0,4.17,4.13,6.3,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
AGAE,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AGBK,1,5.3,6.29,6.13,79.1,A,9,Banks - Regional,-41.0,low_volume,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AGCC,1,5.32,6.43,6.26,80.1,A,9,Beverages - Wineries & Distilleries,-34.8,neutral,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AGI,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AGIO,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AGL,3,5.0,4.17,4.13,6.3,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
AGMB,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AGNCL,1,4.74,2.27,2.39,1.2,A,9,REIT - Mortgage,-0.6,low_volume,6,6,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AGNCN,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AGPU,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AI,1,5.41,7.08,6.86,85.2,C,5,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AIFC,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AIHS,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AII,3,5.0,4.17,4.13,6.3,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AIIOW,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AIMDW,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AIN,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AIO,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AIQUY,3,5.0,4.17,4.13,6.3,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
AIRE,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AIRG,1,5.48,7.58,7.33,88.6,A,3,Communication Equipment,-17.2,neutral,6,6,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AIRS,3,5.76,9.15,9.2,94.5,A,9,Medical Care Facilities,-64.4,low_volume,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AIRT,1,5.07,4.64,4.59,72.0,A,9,Conglomerates,-14.0,neutral,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AISP,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AIT,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AIV,3,5.0,4.17,4.13,6.3,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AIXA.DE,3,5.19,5.41,5.39,75.4,B,2,Semiconductor Equipment & Materials,,neutral,6,6,high,simulated,simulated,neutral_default,False,False,recomputed
AIXC,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AIXI,3,5.0,4.17,4.13,6.3,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
AIZ,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AJG,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AJINY,3,5.0,4.17,4.13,6.3,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
AKAM,1,5.82,10.0,9.6,95.2,A,7,Software - Infrastructure,-25.5,neutral,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AKAN,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ALAB,3,5.0,4.17,4.13,6.3,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ALB,1,5.85,10.0,9.8,95.7,A,9,Specialty Chemicals,-42.0,low_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ALC,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ALCO,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ALCY,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ALDF,3,5.31,6.2,6.2,79.4,B,9,Shell Companies,-0.3,neutral,5,5,substantial,simulated,simulated,neutral_default,False,False,recomputed
ALF,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ALFUU,3,5.0,4.17,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ALGN,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ALHC,3,5.05,4.49,4.46,71.6,A,9,Healthcare Plans,-14.8,low_volume,8,8,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ALISU,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ALIT,1,5.5,7.73,7.46,89.1,A,5,Software - Application,-80.6,low_volume,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ALKS,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ALKT,3,5.68,8.62,8.67,93.0,A,5,Software - Application,-37.2,low_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ALL,2,5.0,4.07,4.13,6.3,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ALLE,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ALLR,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ALLY,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ALMU,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ALNT,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ALNY,1,6.2,10.0,10.0,96.2,A,9,Biotechnology,-43.2,dark_pool_buying,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
ALOVW,3,5.0,4.17,4.13,6.3,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ALOY,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
ALRS,2,5.0,4.07,4.13,6.3,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ALTI,3,5.0,4.17,4.13,6.3,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ALVO,3,5.0,4.17,4.13,6.3,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ALX,3,5.0,4.17,4.13,6.3,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
ALXO,3,4.85,3.18,3.12,3.1,A,9,Biotechnology,-21.9,low_volume,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AMAT,1,5.41,7.08,6.86,85.2,C,2,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AMBA,3,5.41,6.85,6.86,85.2,C,2,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
AMBR,1,5.89,10.0,10.0,96.2,A,4,Software - Infrastructure,-83.5,low_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AMC,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AMCI,1,6.03,10.0,10.0,96.2,A,3,Computer Hardware,-75.1,elevated_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AMD,1,5.54,8.01,7.73,90.4,A,2,Semiconductors,-8.9,neutral,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AME,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AMGN,1,5.13,5.07,4.99,74.0,A,9,Drug Manufacturers - General,-7.0,low_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AMIX,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AMKR,3,5.35,6.46,6.46,81.1,B,2,Semiconductor Equipment & Materials,-27.7,neutral,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
AMLX,3,5.07,4.62,4.59,72.0,A,9,Drug Manufacturers - Specialty & Generic,-4.9,neutral,6,6,high,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AMN,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AMOD,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AMPG,3,5.21,5.54,5.53,75.8,B,3,Communication Equipment,-31.9,low_volume,8,8,high,simulated,simulated,neutral_default,False,False,recomputed
AMPGZ,2,5.0,4.07,4.13,6.3,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
AMPH,3,5.64,8.36,8.4,92.6,B,9,Drug Manufacturers - Specialty & Generic,-37.0,low_volume,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
AMPY,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AMRC,3,5.8,9.41,9.47,94.8,B,9,Engineering & Construction,-42.9,neutral,7,7,high,simulated,simulated,neutral_default,False,False,recomputed
AMRX,1,5.23,5.79,5.66,76.6,A,9,Drug Manufacturers - Specialty & Generic,-0.7,neutral,6,6,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AMST,1,6.61,10.0,10.0,96.2,A,5,Software - Application,-73.1,low_volume,7,7,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AMT,1,5.09,4.78,4.73,73.3,A,9,REIT - Specialty,-24.6,low_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AMTM,1,5.85,10.0,9.8,95.7,A,9,Specialty Business Services,-44.7,neutral,6,6,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AMTX,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AMWD,3,5.0,4.17,4.13,6.3,C,9,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
AMX,1,5.0,4.14,4.13,6.3,C,9,,,neutral,0,0,none,finnhub,finnhub,stock_market_proxy,False,False,recomputed
AMZN,1,5.3,6.29,6.13,79.1,A,5,Internet Retail,-7.3,low_volume,8,8,high,polygon,polygon,stock_market_proxy,False,False,recomputed
AN,2,5.0,4.07,4.13,6.3,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ANDE,2,5.23,5.54,5.66,76.6,B,9,Food Distribution,-5.0,neutral,6,6,high,simulated,simulated,neutral_default,False,False,recomputed
ANDG,3,5.0,4.17,4.13,6.3,C,9,,,neutral,0,0,none,simulated,simulated,neutral_default,False,False,recomputed
ANET,1,5.35,6.65,6.46,81.1,C,3,,,neutral,0,0,none,polygon,polygon,stock_market_proxy,False,False,recomputed
