ticker,chunk,raw,norm,conviction,layer,industry,momentum,flow,real_fields,data_source
BHVN,1,5.0,4.09,C,9,,,neutral,0,polygon
BIAF,2,5.0,4.08,C,9,,,neutral,0,simulated
BIDU,1,5.41,6.59,C,5,,,neutral,0,polygon
BIIB,1,5.0,4.09,A,9,Drug Manufacturers - General,-4.4,neutral,6,polygon
BILI,1,6.23,10.0,A,5,Internet Content & Information,-51.9,low_volume,8,polygon
BILL,3,5.71,8.31,A,4,Software - Application,-39.7,neutral,7,finnhub
BIO,1,5.0,4.09,C,9,,,neutral,0,polygon
BIP,1,5.0,4.09,C,9,,,neutral,0,polygon
BIPH,3,5.31,5.95,B,9,,-2.3,neutral,4,simulated
BIPI,1,5.0,4.09,C,9,,,neutral,0,polygon
BIRD,3,5.0,4.12,C,9,,,neutral,0,simulated
BIRK,1,5.0,4.09,C,9,,,neutral,0,finnhub
BIT,1,5.31,5.98,A,9,Asset Management,-7.2,neutral,5,polygon
BITF,1,5.35,6.22,C,3,,,neutral,0,finnhub
BIVI,1,5.51,7.19,A,9,Biotechnology,-84.9,low_volume,6,polygon
BIVIW,1,5.0,4.09,C,9,,,neutral,0,polygon
BIXIU,1,5.0,4.09,C,9,,,neutral,0,polygon
BIXIW,3,5.46,6.83,A,9,,-30.8,elevated_volume,5,polygon
BJ,3,5.0,4.12,C,9,,,neutral,0,finnhub
BJRI,1,4.98,3.97,A,9,Restaurants,-2.2,neutral,6,polygon
BK,1,5.08,4.58,A,9,Banks - Diversified,-0.0,neutral,5,polygon
BKH,3,5.0,4.12,C,9,,,neutral,0,polygon
BKNG,1,5.19,5.25,A,9,Travel Services,-23.7,neutral,6,finnhub
BKR,1,5.56,7.5,A,1,Oil & Gas Equipment & Services,-11.1,neutral,6,polygon
BKSY,1,5.0,4.09,C,9,,,neutral,0,polygon
BKTI,3,5.33,6.06,B,3,Communication Equipment,-16.8,neutral,7,simulated
BLBD,3,5.0,4.12,C,9,,,neutral,0,finnhub
BLFS,3,5.15,5.0,A,9,Medical Instruments & Supplies,-8.7,neutral,7,polygon
BLIN,1,5.0,4.09,C,9,,,neutral,0,finnhub
BLIV,3,5.0,4.12,C,9,,,neutral,0,finnhub
BLK,1,5.0,4.09,C,9,,,neutral,0,polygon
BLKB,1,5.0,4.09,C,9,,,neutral,0,polygon
BLLN,1,5.0,4.09,C,9,,,neutral,0,finnhub
BLRKU,1,5.09,4.64,A,9,Shell Companies,0.0,low_volume,6,polygon
BLRKW,3,5.23,5.47,C,9,,,neutral,1,simulated
BLTE,1,5.0,4.09,C,9,,,neutral,0,finnhub
BLUWW,3,6.39,10.0,B,9,,-23.0,dark_pool_buying,5,simulated
BLZE,1,5.0,4.09,C,9,,,neutral,0,finnhub
BLZR,1,5.0,4.09,C,9,,,neutral,0,polygon
BLZRU,1,5.0,4.09,C,9,,,neutral,0,polygon
BMBL,1,5.95,9.87,A,5,Internet Content & Information,-65.1,low_volume,8,polygon
BME,3,4.84,3.17,B,9,Asset Management,-3.2,neutral,6,simulated
BMEZ,1,5.22,5.43,A,9,Asset Management,-3.8,low_volume,6,polygon
BMGL,3,5.51,7.13,A,9,Medical Care Facilities,-83.1,low_volume,8,finnhub
BMHL,3,5.53,7.24,B,8,Capital Markets,-0.4,elevated_volume,8,simulated
BMI,1,6.06,10.0,A,9,Scientific & Technical Instruments,-44.3,neutral,7,polygon
BML,1,5.0,4.09,C,9,,,neutral,0,simulated
BMNR,3,5.0,4.12,C,9,,,neutral,0,finnhub
BMO,1,5.0,4.09,C,9,,,neutral,0,polygon
BMRA,3,5.0,4.12,C,9,,,neutral,0,simulated
BMRC,3,5.15,5.0,A,9,Banks - Regional,-5.7,neutral,6,finnhub
BMRN,1,4.91,3.54,A,9,Biotechnology,-14.6,low_volume,7,polygon
BMY,1,5.0,4.09,C,9,,,neutral,0,polygon
BNBX,1,5.0,4.09,C,9,,,neutral,0,polygon
BNC,2,5.0,4.08,C,9,,,neutral,0,simulated
BNCWW,3,5.0,4.12,C,9,,,neutral,0,simulated
BNCWZ,1,5.0,4.09,C,9,,,neutral,2,polygon
BNGO,1,5.99,10.0,A,9,Medical Instruments & Supplies,-76.4,low_volume,7,polygon
BNH,1,5.31,5.98,B,9,,-3.8,neutral,4,polygon
BNKK,1,5.0,4.09,C,9,,,neutral,0,finnhub
BNT,2,5.13,4.89,B,9,Insurance - Diversified,-7.6,neutral,5,simulated
BNTC,1,5.0,4.09,C,9,,,neutral,0,polygon
BNTX,3,5.04,4.35,B,9,Biotechnology,-24.2,neutral,7,simulated
BNZI,3,5.0,4.12,C,9,,,neutral,0,simulated
BNZIW,3,5.0,4.12,C,9,,,neutral,0,polygon
BODI,3,5.0,4.12,C,9,,,neutral,0,finnhub
BOF,1,5.0,4.09,C,9,,,neutral,0,polygon
BORR,1,5.0,4.09,C,9,,,neutral,0,finnhub
BOTJ,3,4.75,2.64,B,9,Banks - Regional,-1.4,neutral,6,simulated
BOX,3,5.35,6.18,C,4,,,neutral,0,polygon
BOXL,3,5.0,4.12,C,9,,,neutral,0,simulated
BPAC,1,5.0,4.09,C,9,,,neutral,0,finnhub
BPACU,1,5.0,4.09,C,9,,,neutral,0,finnhub
BPOPM,3,5.0,4.12,C,9,,,neutral,0,simulated
BPRE,1,5.0,4.09,C,9,,,neutral,0,polygon
BRAI,1,5.7,8.35,A,3,Computer Hardware,-49.3,low_volume,7,polygon
BRBR,1,5.61,7.8,A,9,Packaged Foods,-86.2,neutral,6,finnhub
BRBS,1,5.0,4.09,C,9,,,neutral,0,polygon
BRIA,1,5.0,4.09,C,9,,,neutral,0,polygon
BRK.B,1,5.0,4.09,C,9,,,neutral,0,polygon
BRKR,3,5.0,4.12,C,9,,,neutral,0,simulated
BRKRP,3,5.0,4.12,C,9,,,neutral,0,simulated
BRLS,1,5.74,8.59,A,9,Packaged Foods,-72.4,low_volume,8,polygon
BRLSW,3,5.0,4.12,C,9,,,neutral,0,simulated
BRLT,1,5.51,7.19,A,9,Luxury Goods,-60.4,low_volume,8,polygon
BRN,3,5.0,4.12,C,9,,,neutral,0,finnhub
BRSP,3,5.23,5.47,A,9,REIT - Mortgage,-6.3,neutral,7,polygon
BRX,1,5.0,4.09,C,9,,,neutral,0,polygon
BRZE,1,5.0,4.09,C,9,,,neutral,0,finnhub
BSAAU,1,5.0,4.09,C,9,,,neutral,0,polygon
BSM,2,5.0,4.08,C,9,,,neutral,0,simulated
BSRR,3,5.0,4.12,C,9,,,neutral,0,simulated
BSX,1,5.0,4.09,C,9,,,neutral,0,finnhub
BTBD,1,5.0,4.09,C,9,,,neutral,0,finnhub
BTBT,1,5.35,6.22,C,3,,,neutral,0,finnhub
BTCS,1,5.35,6.22,C,8,,,neutral,0,finnhub
BTDR,1,5.35,6.22,C,3,,,neutral,0,polygon
BTG,1,5.72,8.47,A,9,Gold,-26.3,neutral,7,polygon
BTM,1,5.0,4.09,C,9,,,neutral,0,polygon
BTMD,1,5.0,4.09,C,9,,,neutral,0,finnhub
BTMWW,3,5.0,4.12,C,9,,,neutral,0,finnhub
BTO,1,5.0,4.09,C,9,,,neutral,0,polygon
BTQ,1,5.0,4.09,C,9,,,neutral,0,finnhub
BTSG,1,5.0,4.09,C,9,,,neutral,0,polygon
BTSGU,1,5.0,4.09,C,9,,,neutral,0,polygon
BTTC,1,6.78,10.0,A,9,,-96.6,dark_pool_buying,6,polygon
BTU,1,5.0,4.09,C,9,,,neutral,0,finnhub
BTZ,1,5.0,4.09,C,9,,,neutral,0,finnhub
BUDA,1,5.0,4.09,C,9,,,neutral,0,finnhub
BULLW,3,5.61,7.72,A,9,,-71.5,neutral,6,finnhub
BUR,1,5.0,4.09,C,9,,,neutral,0,finnhub
BUSE,3,5.0,4.12,C,9,,,neutral,0,simulated
BVC,1,5.0,4.09,C,9,,,neutral,0,finnhub
BVFL,3,5.0,4.12,C,9,,,neutral,0,simulated
BW,3,5.0,4.12,C,9,,,neutral,0,simulated
BWA,1,4.91,3.54,A,9,Auto Parts,-5.3,low_volume,7,finnhub
BWB,2,5.72,8.54,B,9,Banks - Regional,-1.9,dark_pool_buying,7,simulated
BWEN,1,5.0,4.09,C,9,,,neutral,0,finnhub
BWMX,3,5.0,4.12,B,9,Specialty Retail,-3.9,neutral,6,simulated
BWXT,1,5.0,4.09,A,9,Aerospace & Defense,-17.0,neutral,7,finnhub
BX,1,5.0,4.09,C,9,,,neutral,0,finnhub
BXMT,1,5.0,4.09,C,9,,,neutral,0,finnhub
BY,1,5.0,4.09,C,9,,,neutral,0,finnhub
BYAH,3,5.0,4.12,C,9,,,neutral,0,polygon
BYND,2,5.0,4.08,C,9,,,neutral,0,simulated
BYSI,1,5.0,4.09,C,9,,,neutral,0,finnhub
BZAIW,1,5.0,4.09,C,9,,,neutral,0,finnhub
BZFDW,3,5.0,4.12,C,9,,,neutral,0,finnhub
BZH,1,5.0,4.09,C,9,,,neutral,0,finnhub
BZUN,3,5.0,4.12,C,9,,,neutral,0,finnhub
C,1,5.0,4.09,C,9,,,neutral,0,finnhub
CAAS,2,5.0,4.08,C,9,,,neutral,0,simulated
CABR,1,5.0,4.09,C,9,,,neutral,0,finnhub
CACI,3,5.0,4.12,C,9,,,neutral,0,finnhub
CADL,3,5.0,4.12,C,9,,,neutral,0,simulated
CAG,1,5.19,5.25,A,9,Packaged Foods,-31.7,neutral,6,finnhub
CAJPY,3,5.0,4.12,C,9,,,neutral,0,simulated
CAKE,3,5.0,4.12,C,9,,,neutral,0,simulated
CAL,1,5.0,4.09,C,9,,,neutral,0,finnhub
CALX,3,6.31,10.0,B,4,Software - Infrastructure,-44.1,neutral,7,simulated
CAMT,1,5.59,7.68,A,2,Semiconductor Equipment & Materials,-8.5,low_volume,7,finnhub
CAN,1,6.2,10.0,A,3,Computer Hardware,-82.8,neutral,7,finnhub
CANF,1,5.61,7.8,A,9,Biotechnology,-87.2,low_volume,7,finnhub
CAPL,1,5.0,4.09,C,9,,,neutral,0,finnhub
CAPN,3,5.0,4.12,C,9,,,neutral,0,finnhub
CAPNR,1,5.0,4.09,C,9,,,neutral,0,finnhub
CAR,2,5.55,7.49,B,9,Rental & Leasing Services,-73.7,low_volume,7,simulated
CARG,1,5.0,4.09,C,9,,,neutral,0,finnhub
CARL,3,5.0,4.12,C,9,,,neutral,0,finnhub
CARR,1,5.0,4.09,C,9,,,neutral,0,finnhub
CARS,1,5.84,9.2,A,5,Internet Content & Information,-27.8,low_volume,7,finnhub
CASS,1,5.08,4.58,A,9,Specialty Business Services,-2.6,neutral,5,finnhub
CASY,1,5.0,4.09,C,9,,,neutral,0,finnhub
CAT,1,5.0,4.09,A,9,Farm & Heavy Construction Machinery,0.0,neutral,7,finnhub
CATX,1,5.0,4.09,C,9,,,neutral,0,finnhub
CAVA,3,5.0,4.12,C,9,,,neutral,0,finnhub
CB,1,5.0,4.09,C,9,,,neutral,0,finnhub
CBAT,1,5.0,4.09,C,9,,,neutral,0,finnhub
CBC,3,5.23,5.47,A,9,Banks - Regional,-4.7,neutral,6,polygon
CBFV,1,5.0,4.09,C,9,,,neutral,0,finnhub
CBIO,1,5.61,7.8,A,9,Biotechnology,-35.2,low_volume,6,finnhub
CBNA,3,5.27,5.71,A,9,Banks - Regional,-1.0,elevated_volume,7,finnhub
CBOE,1,5.0,4.09,C,9,,,neutral,0,finnhub
CBRE,1,5.0,4.09,C,9,,,neutral,0,finnhub
CBRL,1,5.94,9.81,A,9,Restaurants,-37.8,elevated_volume,7,finnhub
CCD,3,5.0,4.12,C,9,,,neutral,0,polygon
CCEC,1,5.0,4.09,C,9,,,neutral,0,finnhub
CCI,1,5.0,4.09,C,9,,,neutral,0,finnhub
CCIF,1,5.0,4.09,C,9,,,neutral,0,finnhub
CCII,1,5.0,4.09,C,9,,,neutral,0,finnhub
CCIIU,1,5.0,4.09,C,9,,,neutral,0,finnhub
CCIX,2,4.74,2.48,B,9,Shell Companies,-0.3,low_volume,6,simulated
CCIXW,1,5.0,4.09,C,9,,,neutral,0,finnhub
CCJ,1,5.35,6.22,C,1,,,neutral,0,finnhub
CCL,1,4.98,3.97,A,9,Travel Services,-9.3,neutral,7,finnhub
CCLDO,1,5.0,4.09,C,9,,,neutral,0,finnhub
CCNEP,1,5.0,4.09,C,9,,,neutral,0,finnhub
CCO,1,5.0,4.09,C,9,,,neutral,0,finnhub
CCRN,1,5.0,4.09,C,9,,,neutral,0,finnhub
CCU,3,5.0,4.12,C,9,,,neutral,0,finnhub
CCXI,2,5.0,4.08,C,9,,,neutral,0,simulated
CCZ,1,5.22,5.43,B,9,,-2.8,low_volume,4,finnhub
CD,2,5.0,4.08,C,9,,,neutral,0,simulated
CDIOW,3,5.0,4.12,C,9,,,neutral,0,finnhub
CDNL,1,4.72,2.39,A,9,Engineering & Construction,0.0,neutral,6,finnhub
CDNS,1,5.41,6.59,C,2,,,neutral,0,finnhub
CDRE,3,5.89,9.37,A,9,Aerospace & Defense,-40.9,neutral,7,polygon
CDTG,3,5.0,4.12,C,9,,,neutral,0,simulated
CDW,1,5.0,4.09,C,9,,,neutral,0,finnhub
CDZI,3,5.0,4.12,C,9,,,neutral,0,finnhub
CDZIP,1,5.53,7.32,A,1,Utilities - Regulated Water,-2.2,elevated_volume,8,finnhub
CE,1,5.01,4.15,A,9,Chemicals,-25.5,low_volume,7,finnhub
CEG,1,5.52,7.26,A,1,Utilities - Independent Power Producers,-32.7,neutral,7,finnhub
CELU,3,5.46,6.83,B,9,Biotechnology,-82.0,neutral,7,simulated
CELUW,3,4.52,1.29,B,9,,0.0,neutral,6,simulated
CELZ,1,5.0,4.09,C,9,,,neutral,0,finnhub
CENT,1,5.0,4.09,C,9,,,neutral,0,finnhub
CENTA,3,5.0,4.12,C,9,,,neutral,0,finnhub
CENX,3,5.0,4.12,C,9,,,neutral,0,simulated
CEPT,3,5.0,4.12,C,9,,,neutral,0,simulated
CERS,3,5.0,4.12,C,9,,,neutral,0,finnhub
CET,3,5.0,4.12,C,9,,,neutral,0,finnhub
CETY,1,5.74,8.59,A,9,Specialty Industrial Machinery,-81.5,elevated_volume,8,finnhub
CEVA,3,5.24,5.53,A,2,Semiconductors,-5.3,low_volume,8,polygon
CF,1,5.0,4.09,C,9,,,neutral,0,finnhub
CFG,1,5.0,4.09,C,9,,,neutral,0,finnhub
CFLT,1,5.35,6.22,C,4,,,neutral,0,simulated
CGABL,1,5.0,4.09,C,9,,,neutral,0,finnhub
CGBD,1,5.0,4.09,C,9,,,neutral,0,finnhub
CGC,3,5.0,4.12,C,9,,,neutral,0,polygon
CGCTW,1,4.82,3.0,B,9,,-12.6,neutral,4,finnhub
CGEN,3,6.04,10.0,A,9,Biotechnology,-35.5,low_volume,7,polygon
CGO,1,4.93,3.66,A,9,Asset Management,-2.7,neutral,5,finnhub
CGTX,3,5.0,4.12,C,9,,,neutral,0,finnhub
CHAI,3,5.88,9.31,A,5,Internet Content & Information,-93.6,low_volume,6,polygon
CHAR,3,5.0,4.12,C,9,,,neutral,0,simulated
CHCI,2,5.0,4.08,C,9,,,neutral,0,simulated
CHD,1,5.0,4.09,C,9,,,neutral,0,finnhub
CHE,1,5.0,4.09,C,9,,,neutral,0,finnhub
CHGG,3,4.98,4.0,B,9,Education & Training Services,-36.1,low_volume,8,simulated
CHH,1,5.0,4.09,C,9,,,neutral,0,finnhub
CHKP,1,5.76,8.72,A,7,Software - Infrastructure,-47.2,low_volume,7,finnhub
CHMG,1,5.0,4.09,A,9,Banks - Regional,-1.6,neutral,6,finnhub
CHNR,3,5.0,4.12,C,9,,,neutral,0,simulated
CHOW,3,5.0,4.12,C,9,,,neutral,0,simulated
CHPT,2,5.0,4.08,C,9,,,neutral,0,simulated
CHR,2,5.0,4.08,C,9,,,neutral,0,simulated
CHRD,1,5.0,4.09,C,9,,,neutral,0,finnhub
CHRW,1,5.0,4.09,C,9,,,neutral,0,finnhub
CHSCM,3,5.0,4.12,C,9,,,neutral,0,polygon
CHSCN,1,5.0,4.09,C,9,,,neutral,0,finnhub
CHSCO,1,5.0,4.09,C,9,,,neutral,0,finnhub
CHTR,1,5.0,4.09,C,9,,,neutral,0,finnhub
CHWY,1,5.99,10.0,A,9,Internet Retail,-55.6,neutral,7,finnhub
CI,1,5.0,4.09,C,9,,,neutral,0,finnhub
CICB,3,5.08,4.59,B,9,,0.0,neutral,4,simulated
CIEN,1,5.0,4.09,C,9,,,neutral,0,finnhub
CIFR,1,5.19,5.25,A,3,Information Technology Services,0.0,neutral,7,finnhub
CIM,3,5.0,4.12,C,9,,,neutral,0,finnhub
CINF,1,5.0,4.09,C,9,,,neutral,0,finnhub
CING,1,5.57,7.56,A,9,Biotechnology,-58.9,low_volume,6,finnhub
CINT,2,5.0,4.08,C,9,,,neutral,0,simulated
CISS,1,5.51,7.19,A,9,Marine Shipping,-99.6,low_volume,8,finnhub
CJMB,1,5.0,4.09,C,9,,,neutral,0,finnhub
CKX,3,5.0,4.12,C,9,,,neutral,0,finnhub
CL,1,5.0,4.09,C,9,,,neutral,0,finnhub
CLAR,3,5.0,4.12,C,9,,,neutral,0,polygon
CLB,1,5.0,4.09,C,9,,,neutral,0,finnhub
CLBK,1,5.0,4.09,C,9,,,neutral,0,finnhub
CLBR,1,5.0,4.09,C,9,,,neutral,0,finnhub
CLBT,3,5.36,6.24,A,4,Software - Infrastructure,-34.3,low_volume,8,finnhub
CLDI,3,5.0,4.12,C,9,,,neutral,0,finnhub
CLDX,3,5.0,4.12,C,9,,,neutral,0,finnhub
CLF,1,5.0,4.09,C,9,,,neutral,0,finnhub
CLH,3,5.23,5.47,B,9,Waste Management,-7.8,neutral,6,simulated
CLMT,1,5.0,4.09,C,9,,,neutral,0,finnhub
CLNE,3,5.0,4.12,C,9,,,neutral,0,simulated
CLOV,1,5.0,4.09,C,9,,,neutral,0,finnhub
CLRB,1,5.0,4.09,C,9,,,neutral,0,finnhub
CLS,3,5.0,4.12,C,9,,,neutral,0,simulated
CLSK,1,5.51,7.19,A,3,Capital Markets,-23.2,neutral,7,finnhub
CLST,1,4.84,3.12,A,9,Banks - Regional,-6.1,neutral,6,finnhub
CLW,1,5.0,4.09,C,9,,,neutral,0,finnhub
CLYM,1,5.0,4.09,C,9,,,neutral,0,finnhub
CM,1,5.0,4.09,C,9,,,neutral,0,finnhub
CMA,1,5.0,4.09,C,9,,,neutral,0,simulated
CMBT,1,5.0,4.09,C,9,,,neutral,0,finnhub
CME,1,5.0,4.09,C,9,,,neutral,0,finnhub
CMG,1,5.0,4.09,C,9,,,neutral,0,finnhub
CMI,1,5.0,4.09,C,9,,,neutral,0,finnhub
CMIIW,1,5.0,4.09,C,9,,,neutral,0,finnhub
CMMB,1,5.0,4.09,C,9,,,neutral,0,finnhub
CMND,1,5.0,4.09,C,9,,,neutral,0,finnhub
CMPR,1,5.0,4.09,C,9,,,neutral,0,finnhub
CMPX,3,5.0,4.12,C,9,,,neutral,0,finnhub
CMRC,3,6.47,10.0,A,5,Software - Application,-50.7,low_volume,8,polygon
CMS,1,5.0,4.09,C,9,,,neutral,0,finnhub
CMSA,1,5.0,4.09,C,9,,,neutral,0,finnhub
CMSC,3,5.0,4.12,C,9,,,neutral,0,simulated
CMTG,3,5.01,4.18,B,9,REIT - Mortgage,-28.4,neutral,5,simulated
CMTL,3,5.0,4.12,C,9,,,neutral,0,simulated
CNA,3,5.0,4.12,C,9,,,neutral,0,polygon
CNC,1,5.0,4.09,C,9,,,neutral,0,finnhub
CNCK,1,5.82,9.08,A,8,Capital Markets,-77.3,low_volume,7,finnhub
CNET,3,5.0,4.12,C,9,,,neutral,0,finnhub
CNEY,1,6.07,10.0,A,9,Specialty Chemicals,-70.1,low_volume,7,finnhub
CNI,1,5.31,5.98,A,9,Railroads,-2.7,neutral,6,finnhub
CNL,3,5.0,4.12,C,9,,,neutral,0,simulated
CNM,1,6.14,10.0,A,9,Industrial Distribution,-28.1,dark_pool_buying,7,finnhub
CNNE,1,5.0,4.09,C,9,,,neutral,0,finnhub
CNO,1,4.58,1.53,A,9,Insurance - Life,0.0,low_volume,5,finnhub
CNOBP,1,5.0,4.09,C,9,,,neutral,0,finnhub
CNP,1,5.56,7.5,A,1,Utilities - Regulated Electric,-1.0,neutral,6,finnhub
CNQ,3,5.0,4.12,C,9,,,neutral,0,simulated
CNTB,1,5.57,7.56,A,9,Biotechnology,-46.7,neutral,5,finnhub
CNTN,1,5.0,4.09,C,9,,,neutral,0,finnhub
CNVS,1,5.4,6.53,A,9,Entertainment,-57.6,elevated_volume,8,finnhub
CNX,3,5.0,4.12,C,9,,,neutral,0,simulated
CNXN,1,5.0,4.09,C,9,,,neutral,0,finnhub
COCH,3,5.61,7.72,A,9,Medical Devices,-62.3,low_volume,8,finnhub
CODI,1,5.0,4.09,C,9,,,neutral,0,finnhub
COF,1,5.7,8.35,A,3,Credit Services,-23.1,neutral,6,finnhub
COHN,3,6.47,10.0,A,8,Capital Markets,-58.6,low_volume,8,polygon
COHR,1,5.0,4.09,C,9,,,neutral,0,finnhub
COHU,1,5.41,6.59,C,2,,,neutral,0,finnhub
COIN,1,5.35,6.22,C,8,,,neutral,0,finnhub
COLA,2,5.0,4.08,C,9,,,neutral,0,simulated
COLM,3,5.0,4.12,C,9,,,neutral,0,finnhub
COMM,1,5.23,5.49,C,9,,,neutral,0,simulated
COMP,1,5.34,6.16,A,9,Real Estate Services,-30.3,neutral,7,finnhub
CON,1,5.0,4.09,C,9,,,neutral,0,finnhub
COO,1,5.0,4.09,C,9,,,neutral,0,finnhub
COOK,3,5.0,4.12,C,9,,,neutral,0,finnhub
COOTW,3,5.0,4.12,C,9,,,neutral,0,polygon
COP,1,5.0,4.09,C,9,,,neutral,0,finnhub
COR,3,5.0,4.12,C,9,,,neutral,0,finnhub
CORT,1,5.0,4.09,C,9,,,neutral,0,finnhub
CORZ,1,5.35,6.22,C,3,,,neutral,0,finnhub
COSM,1,6.12,10.0,A,9,Medical Distribution,-81.6,elevated_volume,8,finnhub
COST,1,5.0,4.09,C,9,,,neutral,0,finnhub
CPA,1,5.0,4.09,A,9,Airlines,-3.9,neutral,7,finnhub
CPAC,1,5.0,4.09,C,9,,,neutral,0,finnhub
CPBI,3,5.0,4.12,C,9,,,neutral,0,finnhub
CPF,1,5.0,4.09,C,9,,,neutral,0,finnhub
CPHI,3,5.59,7.6,A,9,Drug Manufacturers - Specialty & Generic,-60.8,low_volume,8,polygon
CPRI,1,5.0,4.09,C,9,,,neutral,0,finnhub
CPRT,1,5.0,4.09,C,9,,,neutral,0,finnhub
CPSH,1,5.0,4.09,C,9,,,neutral,0,finnhub
CPSS,3,5.44,6.71,A,3,Credit Services,-6.3,low_volume,7,polygon
CPT,1,5.0,4.09,C,9,,,neutral,0,finnhub
CR,3,5.0,4.12,C,9,,,neutral,0,simulated
CRACW,3,4.9,3.53,C,9,,0.0,neutral,3,finnhub
CRAQR,1,5.0,4.09,C,9,,,neutral,1,finnhub
CRBG,3,5.0,4.12,C,9,,,neutral,0,simulated
CRBP,3,5.42,6.59,B,9,Biotechnology,-58.2,low_volume,6,simulated
CRC,3,5.26,5.65,B,1,Oil & Gas E&P,-19.4,low_volume,8,simulated
CRDL,3,5.0,4.12,C,9,,,neutral,0,polygon
CRDO,3,5.91,9.48,A,2,Semiconductors,-6.4,neutral,7,polygon
CRF,1,6.16,10.0,A,9,Asset Management,-4.9,neutral,6,finnhub
CRGOW,1,6.89,10.0,A,9,,-73.9,dark_pool_buying,6,finnhub
CRL,3,5.0,4.12,C,9,,,neutral,0,polygon
CRM,1,6.05,10.0,A,5,Software - Application,-40.0,neutral,7,finnhub
CRML,1,5.0,4.09,C,9,,,neutral,0,finnhub
CRMLW,3,5.0,4.12,C,9,,,neutral,0,polygon
CRMT,1,5.0,4.09,C,9,,,neutral,0,finnhub
CRS,3,5.0,4.12,C,9,,,neutral,0,simulated
CRSP,1,5.0,4.09,C,9,,,neutral,0,finnhub
CRSR,3,5.42,6.59,A,3,Computer Hardware,-29.2,low_volume,7,finnhub
CRUS,3,5.0,4.12,C,9,,,neutral,0,simulated
CRWD,1,5.41,6.59,C,7,,,neutral,0,finnhub
CRWV,1,5.41,6.59,C,5,,,neutral,0,finnhub
CSAI,3,6.75,10.0,A,4,Software - Infrastructure,-83.7,low_volume,8,finnhub
CSCO,1,5.35,6.22,C,3,,,neutral,0,finnhub
CSGP,1,5.0,4.09,C,9,,,neutral,0,finnhub
CSIQ,1,6.03,10.0,A,1,Solar,-50.1,neutral,7,finnhub
CSPI,1,6.23,10.0,A,3,Information Technology Services,-38.0,elevated_volume,8,finnhub
CSQ,3,5.08,4.59,B,9,Asset Management,-0.4,neutral,5,simulated
CSR,1,5.0,4.09,C,9,,,neutral,0,finnhub
CSTL,1,5.0,4.09,C,9,,,neutral,0,finnhub
CSV,1,5.0,4.09,C,9,,,neutral,0,finnhub
CTAA,1,5.0,4.09,C,9,,,neutral,0,finnhub
CTAAR,1,5.0,4.09,C,9,,,neutral,0,finnhub
CTAS,1,5.0,4.09,C,9,,,neutral,0,finnhub
CTBI,1,4.75,2.57,A,9,Banks - Regional,-2.3,neutral,6,finnhub
CTDD,3,4.8,2.94,B,9,,-3.6,low_volume,5,simulated
CTEV,1,5.32,6.04,A,9,Health Information Services,-58.4,low_volume,8,finnhub
CTKB,1,5.0,4.09,C,9,,,neutral,0,finnhub
CTM,3,5.0,4.12,C,9,,,neutral,0,simulated
CTOS,1,5.0,4.09,C,9,,,neutral,0,finnhub
CTRS,1,5.0,4.09,C,9,,,neutral,0,simulated
CTS,3,5.62,7.77,B,2,Electronic Components,-2.5,neutral,7,simulated
CTSH,1,6.1,10.0,A,3,Information Technology Services,-40.6,neutral,7,finnhub
CTW,2,5.0,4.08,C,9,,,neutral,0,simulated
CUBB,1,5.31,5.98,B,9,,-6.3,neutral,4,finnhub
CUBE,1,5.0,4.09,C,9,,,neutral,0,finnhub
CUPR,1,5.0,4.09,C,9,,,neutral,0,finnhub
CURR,2,5.42,6.68,B,5,Software - Application,-34.5,neutral,7,simulated
CUZ,1,5.0,4.09,C,9,,,neutral,0,finnhub
CVBF,3,5.0,4.12,C,9,,,neutral,0,simulated
CVCO,3,5.0,4.12,C,9,,,neutral,0,polygon
CVEO,3,5.0,4.12,C,9,,,neutral,0,finnhub
CVLT,1,5.0,4.09,C,9,,,neutral,0,finnhub
CVNA,1,5.0,4.09,C,9,,,neutral,0,finnhub
CVR,1,5.0,4.09,C,9,,,neutral,0,finnhub
CVRX,1,5.0,4.09,C,9,,,neutral,0,finnhub
CVS,1,5.0,4.09,C,9,,,neutral,0,finnhub
CVU,3,4.92,3.65,A,9,Aerospace & Defense,-8.2,neutral,7,finnhub
CVX,1,5.0,4.09,C,9,,,neutral,0,finnhub
CW,3,5.0,4.12,C,9,,,neutral,0,simulated
CX,1,5.0,4.09,C,9,,,neutral,0,finnhub
CXAI,2,5.95,9.96,B,5,Software - Application,-82.0,low_volume,7,simulated
CXAIW,3,6.26,10.0,B,9,,-19.6,dark_pool_buying,6,simulated
CXE,3,5.0,4.12,C,9,,,neutral,0,simulated
CXH,3,5.0,4.12,C,9,,,neutral,0,simulated
CXM,1,5.98,10.0,A,5,Software - Application,-43.5,neutral,6,finnhub
CYCU,3,5.91,9.48,A,3,Information Technology Services,-95.0,low_volume,8,finnhub
CYCUW,1,6.09,10.0,A,9,,-20.8,dark_pool_buying,7,finnhub
CYTK,1,5.0,4.09,C,9,,,neutral,0,finnhub
CZFS,1,5.19,5.25,A,9,Banks - Regional,0.0,elevated_volume,7,finnhub
CZR,1,4.41,0.5,A,9,Resorts & Casinos,-6.6,low_volume,7,finnhub
D,1,5.63,7.92,A,1,Utilities - Regulated Electric,0.0,neutral,7,finnhub
