ticker,chunk,raw,norm,conviction,layer,industry,momentum,flow,real_fields,data_source
DAR,1,5.13,4.88,A,9,Packaged Foods,-14.4,low_volume,8,finnhub
DASH,1,5.0,4.09,C,9,,,neutral,0,finnhub
DASTY,3,5.0,4.12,C,9,,,neutral,0,simulated
DAVA,1,5.0,4.09,C,9,,,neutral,0,finnhub
DAVEW,3,5.0,4.12,C,9,,,neutral,0,simulated
DB,3,5.0,4.12,B,9,Banks - Regional,-9.9,neutral,5,simulated
DBL,1,5.0,4.09,C,9,,,neutral,0,finnhub
DBRG,3,5.2,5.3,A,9,Asset Management,0.0,low_volume,8,finnhub
DBVT,3,5.0,4.12,C,9,,,neutral,0,finnhub
DCGO,3,5.0,4.12,C,9,,,neutral,0,polygon
DCI,1,5.25,5.61,A,9,Specialty Industrial Machinery,-20.8,low_volume,8,finnhub
DCO,1,5.0,4.09,C,9,,,neutral,0,finnhub
DCOM,3,5.0,4.12,C,9,,,neutral,0,simulated
DCOY,1,5.0,4.09,C,9,,,neutral,0,finnhub
DCTH,1,5.57,7.56,A,9,Medical Devices,-24.0,neutral,7,finnhub
DCX,1,5.0,4.09,C,9,,,neutral,0,finnhub
DD,3,5.23,5.47,B,9,Specialty Chemicals,-5.2,neutral,6,simulated
DDC,1,5.84,9.2,A,9,Packaged Foods,-94.7,neutral,7,finnhub
DDD,3,5.0,4.12,C,9,,,neutral,0,simulated
DDOG,1,5.35,6.22,C,4,,,neutral,0,finnhub
DDS,1,5.19,5.25,A,9,Department Stores,-19.7,low_volume,7,finnhub
DE,1,4.51,1.11,A,9,Farm & Heavy Construction Machinery,-11.6,low_volume,8,finnhub
DEA,3,5.0,4.12,C,9,,,neutral,0,finnhub
DECK,1,5.0,4.09,C,9,,,neutral,0,finnhub
DEI,1,5.0,4.09,C,9,,,neutral,0,finnhub
DELL,1,5.35,6.22,C,3,,,neutral,0,finnhub
DERM,3,5.53,7.24,B,9,Drug Manufacturers - Specialty & Generic,-33.1,low_volume,8,simulated
DEVS,1,5.0,4.09,C,9,,,neutral,0,finnhub
DFDVW,1,5.99,10.0,A,9,,-92.3,neutral,6,finnhub
DFNS,1,5.0,4.09,C,9,,,neutral,0,finnhub
DFP,3,5.31,5.95,B,9,Asset Management,-4.8,neutral,5,simulated
DG,1,5.08,4.58,A,9,Discount Stores,-26.1,low_volume,7,finnhub
DGII,1,5.78,8.84,A,3,Communication Equipment,-1.9,low_volume,7,finnhub
DGX,1,5.0,4.09,C,9,,,neutral,0,finnhub
DGXX,1,5.31,5.98,A,1,Utilities - Independent Power Producers,-17.7,low_volume,8,finnhub
DHF,3,5.0,4.12,C,9,,,neutral,0,simulated
DHI,1,5.0,4.09,C,9,,,neutral,0,finnhub
DHR,1,5.0,4.09,C,9,,,neutral,0,finnhub
DINO,1,5.56,7.5,A,1,Oil & Gas Refining & Marketing,-9.9,neutral,7,finnhub
DIOD,3,5.24,5.53,B,2,Semiconductors,-2.8,low_volume,8,simulated
DIS,1,5.0,4.09,C,9,,,neutral,0,finnhub
DJCO,2,5.0,4.08,C,9,,,neutral,0,simulated
DLHC,1,4.75,2.57,A,9,Specialty Business Services,-16.0,low_volume,8,finnhub
DLR,1,5.81,9.02,A,3,REIT - Specialty,-6.8,neutral,7,finnhub
DLTEY,3,5.0,4.12,C,9,,,neutral,0,simulated
DLTR,1,5.0,4.09,C,9,,,neutral,0,finnhub
DLXY,1,5.0,4.09,C,9,,,neutral,0,finnhub
DLY,3,5.0,4.12,C,9,,,neutral,0,polygon
DMAA,3,5.0,4.12,C,9,,,neutral,0,finnhub
DMAAR,1,5.0,4.09,C,9,,,neutral,0,finnhub
DMAAU,3,5.0,4.12,C,9,,,neutral,0,finnhub
DMII,1,5.0,4.09,C,9,,,neutral,0,simulated
DMIIR,1,5.0,4.09,C,9,,,neutral,0,simulated
DMO,1,5.0,4.09,C,9,,,neutral,0,simulated
DMRA,2,5.78,8.91,B,9,Biotechnology,-40.7,neutral,5,simulated
DMRC,1,5.0,4.09,C,9,,,neutral,0,simulated
DNA,1,5.0,4.09,C,9,,,neutral,0,simulated
DNLI,1,5.0,4.09,C,9,,,neutral,0,simulated
DNN,1,5.35,6.22,C,1,,,neutral,0,simulated
DNPLY,3,5.0,4.12,C,9,,,neutral,0,simulated
DNUT,3,5.0,4.12,C,9,,,neutral,0,finnhub
DOC,1,4.91,3.54,B,9,REIT - Healthcare Facilities,-2.4,low_volume,8,simulated
DOCN,1,5.35,6.22,C,4,,,neutral,0,simulated
DOCU,1,5.0,4.09,C,9,,,neutral,0,simulated
DOLE,1,5.0,4.09,C,9,,,neutral,0,simulated
DOO,1,5.0,4.09,C,9,,,neutral,0,simulated
DORM,3,5.0,4.12,C,9,,,neutral,0,simulated
DOV,1,5.31,5.98,B,9,Specialty Industrial Machinery,-3.4,neutral,7,simulated
DOW,1,5.04,4.33,B,9,Chemicals,-21.5,neutral,7,simulated
DPG,3,5.0,4.12,C,9,,,neutral,0,finnhub
DPRO,1,5.73,8.53,B,3,Computer Hardware,-58.2,low_volume,8,simulated
DPZ,1,5.0,4.09,C,9,,,neutral,0,simulated
DQ,1,5.0,4.09,C,9,,,neutral,0,simulated
DRAM,1,4.98,3.97,B,9,,0.0,neutral,4,simulated
DRDB,3,5.0,4.12,C,9,,,neutral,0,polygon
DRI,2,5.0,4.08,C,9,,,neutral,0,simulated
DRVN,3,5.53,7.24,A,9,Auto & Truck Dealerships,-30.8,neutral,7,finnhub
DSAC,1,5.0,4.09,C,9,,,neutral,0,simulated
DSACU,3,5.18,5.18,A,9,Shell Companies,-1.9,elevated_volume,5,polygon
DSCSY,3,5.0,4.12,C,9,,,neutral,0,simulated
DSGR,2,5.0,4.08,C,9,,,neutral,0,simulated
DSL,1,5.0,4.09,C,9,,,neutral,0,simulated
DSP,2,5.0,4.08,C,9,,,neutral,0,simulated
DSX,3,5.0,4.12,C,9,,,neutral,0,finnhub
DSYWW,1,5.0,4.09,C,9,,,neutral,0,simulated
DT,3,5.35,6.18,C,4,,,neutral,0,simulated
DTCRF,3,5.0,4.12,C,9,,,neutral,0,simulated
DTE,1,5.0,4.09,C,9,,,neutral,0,simulated
DTK,3,5.0,4.12,C,9,,,neutral,0,polygon
DTSS,1,6.64,10.0,B,4,Software - Infrastructure,-65.3,dark_pool_buying,8,simulated
DTW,1,5.31,5.98,B,9,,-5.1,neutral,4,simulated
DUK,1,5.35,6.22,C,1,,,neutral,0,simulated
DUO,3,5.61,7.72,A,9,Real Estate Services,-83.7,low_volume,8,polygon
DUOL,2,5.35,6.25,C,6,,,neutral,0,simulated
DV,1,5.0,4.09,C,9,,,neutral,0,simulated
DVA,1,5.0,4.09,C,9,,,neutral,0,simulated
DVN,1,5.0,4.09,C,9,,,neutral,0,simulated
DXC,2,5.0,4.08,C,9,,,neutral,0,simulated
DXCM,1,5.0,4.09,C,9,,,neutral,0,simulated
DY,3,5.0,4.12,C,9,,,neutral,0,simulated
DYN,1,5.0,4.09,C,9,,,neutral,0,simulated
DYNCW,3,5.0,4.12,C,9,,,neutral,0,polygon
E,1,5.0,4.09,C,9,,,neutral,0,simulated
EA,1,5.0,4.09,C,9,,,neutral,0,simulated
EAD,1,5.0,4.09,C,9,,,neutral,0,simulated
EARN,3,5.0,4.12,C,9,,,neutral,0,polygon
EAT,1,5.38,6.4,B,9,Restaurants,-16.1,neutral,6,simulated
EBAY,1,5.0,4.09,C,9,,,neutral,0,simulated
EBMT,1,4.84,3.12,B,9,Banks - Regional,-0.7,neutral,6,simulated
EC,3,5.42,6.59,B,1,Oil & Gas Integrated,-5.7,neutral,7,simulated
ECAT,3,5.0,4.12,C,9,,,neutral,0,simulated
ECBK,1,5.0,4.09,C,9,,,neutral,0,simulated
ECCC,1,4.84,3.12,B,9,Asset Management,-0.6,low_volume,7,simulated
ECCV,1,5.31,5.98,B,9,,-1.1,neutral,4,simulated
ECCX,3,5.0,4.12,C,9,,,neutral,0,polygon
ECG,1,5.0,4.09,C,9,,,neutral,0,simulated
ECL,1,5.31,5.98,B,9,Specialty Chemicals,-10.9,neutral,7,simulated
ECO,3,5.0,4.12,C,9,,,neutral,0,simulated
ECX,1,5.0,4.09,C,9,,,neutral,0,simulated
ED,1,5.0,4.09,C,9,,,neutral,0,simulated
EDBLW,1,5.0,4.09,C,9,,,neutral,0,simulated
EDD,1,5.0,4.09,C,9,,,neutral,0,simulated
EDF,1,5.0,4.09,C,9,,,neutral,0,simulated
EDIT,1,5.0,4.09,C,9,,,neutral,0,simulated
EDN,3,5.0,4.12,C,9,,,neutral,0,simulated
EDRY,1,5.0,4.09,C,9,,,neutral,0,simulated
EEIQ,1,5.0,4.09,C,9,,,neutral,0,simulated
EFSC,1,5.0,4.09,C,9,,,neutral,0,simulated
EFSI,3,5.0,4.12,C,9,,,neutral,0,simulated
EFT,1,5.0,4.09,C,9,,,neutral,0,simulated
EFX,1,5.0,4.09,C,9,,,neutral,0,simulated
EGBN,3,5.0,4.12,C,9,,,neutral,0,finnhub
EGY,1,5.0,4.09,C,9,,,neutral,0,simulated
EHGO,1,6.33,10.0,B,9,Business Equipment & Supplies,-90.8,dark_pool_buying,8,simulated
EHLD,1,5.0,4.09,C,9,,,neutral,0,simulated
EIIA,2,5.0,4.08,C,9,,,neutral,0,simulated
EIKN,1,5.0,4.09,C,9,,,neutral,0,simulated
EIM,1,5.0,4.09,C,9,,,neutral,0,simulated
EIX,1,5.0,4.09,C,9,,,neutral,0,simulated
EKSO,1,4.58,1.53,B,9,Medical Instruments & Supplies,-10.0,neutral,7,simulated
EL,1,5.0,4.09,C,9,,,neutral,0,simulated
ELAB,1,5.0,4.09,C,9,,,neutral,0,simulated
ELAN,1,5.0,4.09,C,9,,,neutral,0,simulated
ELBM,3,5.0,4.12,C,9,,,neutral,0,simulated
ELC,1,5.31,5.98,B,9,,-4.2,neutral,4,simulated
ELDN,3,5.0,4.12,C,9,,,neutral,0,finnhub
ELLO,1,5.0,4.09,C,9,,,neutral,0,simulated
ELMD,1,5.0,4.09,C,9,,,neutral,0,simulated
ELME,1,5.0,4.09,C,9,,,neutral,0,simulated
ELTK,1,5.35,6.22,B,2,Electronic Components,-20.5,low_volume,8,simulated
ELTX,1,5.0,4.09,C,9,,,neutral,0,simulated
ELUT,1,5.0,4.09,C,9,,,neutral,0,simulated
ELV,1,5.0,4.09,C,9,,,neutral,0,simulated
EMA,3,5.0,4.12,C,9,,,neutral,0,simulated
EMBC,1,5.36,6.28,B,9,Medical Instruments & Supplies,-79.2,low_volume,8,simulated
EMBJ,3,5.09,4.65,B,9,Aerospace & Defense,-24.5,low_volume,8,simulated
EME,3,5.0,4.12,C,9,,,neutral,0,simulated
EMF,1,5.0,4.09,C,9,,,neutral,0,simulated
EMN,1,5.0,4.09,B,9,Specialty Chemicals,-8.5,neutral,6,simulated
EMO,3,5.22,5.42,A,9,Asset Management,-8.1,low_volume,6,finnhub
EMPD,3,5.84,9.07,A,9,Auto Manufacturers,-82.0,low_volume,8,finnhub
EMR,1,5.35,6.22,C,3,,,neutral,0,simulated
ENB,1,5.0,4.09,C,9,,,neutral,0,simulated
ENJ,1,5.0,4.09,C,9,,,neutral,0,simulated
ENOV,1,5.96,9.93,B,9,Medical Devices,-40.6,neutral,7,simulated
ENPH,1,5.35,6.22,C,1,,,neutral,0,simulated
ENR,1,5.0,4.09,C,9,,,neutral,0,simulated
ENTG,1,5.41,6.59,C,2,,,neutral,0,simulated
ENVA,3,5.0,4.12,C,9,,,neutral,0,finnhub
ENVB,1,6.89,10.0,B,9,Biotechnology,-92.0,dark_pool_buying,6,simulated
ENVX,1,5.0,4.09,C,9,,,neutral,0,simulated
EOG,1,5.0,4.09,C,9,,,neutral,0,simulated
EONR,3,6.03,10.0,B,1,Oil & Gas E&P,-67.8,elevated_volume,8,simulated
EOT,3,5.0,4.12,C,9,,,neutral,0,simulated
EPAM,1,5.0,4.09,C,9,,,neutral,0,simulated
EPC,3,4.74,2.58,A,9,Household & Personal Products,-13.9,neutral,6,polygon
EPD,1,5.41,6.59,B,1,Oil & Gas Midstream,-9.4,low_volume,8,simulated
EPM,3,5.0,4.12,C,9,,,neutral,0,finnhub
EPRX,1,5.0,4.09,C,9,,,neutral,0,simulated
EPSM,1,5.0,4.09,C,9,,,neutral,0,simulated
EQ,1,5.0,4.09,C,9,,,neutral,0,simulated
EQIX,1,5.73,8.53,B,3,REIT - Specialty,-1.0,neutral,7,simulated
EQPT,3,5.0,4.12,C,9,,,neutral,0,simulated
EQR,1,5.0,4.09,C,9,,,neutral,0,simulated
EQS,3,5.53,7.24,B,9,Asset Management,-51.8,neutral,6,simulated
EQT,1,6.03,10.0,B,1,Oil & Gas E&P,-24.4,neutral,7,simulated
ERAS,3,5.0,4.12,C,9,,,neutral,0,finnhub
ERC,3,5.0,4.12,C,9,,,neutral,0,polygon
ERH,1,4.84,3.12,B,9,Asset Management,-6.2,low_volume,7,simulated
ERIC,1,5.0,4.09,C,9,,,neutral,0,simulated
ERII,3,5.0,4.12,C,9,,,neutral,0,finnhub
ERO,3,5.0,4.12,C,9,,,neutral,0,finnhub
ES,1,5.0,4.09,C,9,,,neutral,0,simulated
ESAB,3,5.63,7.83,A,9,Metal Fabrication,-23.6,elevated_volume,8,polygon
ESEA,1,5.0,4.09,C,9,,,neutral,0,simulated
ESLAW,1,5.0,4.09,C,9,Biotechnology,,neutral,1,simulated
ESQ,1,5.0,4.09,C,9,,,neutral,0,simulated
ESS,1,5.0,4.09,C,9,,,neutral,0,simulated
ESTC,1,5.35,6.22,C,4,,,neutral,0,simulated
ET,1,5.0,4.09,C,9,,,neutral,0,simulated
ETD,3,5.0,4.12,C,9,,,neutral,0,finnhub
ETJ,1,5.0,4.09,C,9,,,neutral,0,simulated
ETN,1,5.35,6.22,C,3,,,neutral,0,simulated
ETOR,1,5.0,4.09,C,9,,,neutral,0,simulated
ETR,1,5.34,6.16,B,1,Utilities - Regulated Electric,-4.3,low_volume,8,simulated
ETSY,1,5.0,4.09,C,9,,,neutral,0,simulated
ETV,1,5.06,4.46,B,9,Asset Management,0.0,low_volume,7,simulated
ETW,1,5.0,4.09,C,9,,,neutral,0,simulated
EU,3,5.35,6.18,C,1,,,neutral,0,simulated
EUDA,1,5.0,4.09,C,9,,,neutral,0,simulated
EUDAW,1,5.0,4.09,C,9,,,neutral,0,simulated
EURKR,3,5.0,4.12,C,9,,,neutral,0,finnhub
EVAC,1,5.31,5.98,B,9,Shell Companies,-0.1,neutral,4,simulated
EVEX,1,5.0,4.09,C,9,,,neutral,0,simulated
EVG,3,4.84,3.17,A,9,Asset Management,-1.1,low_volume,7,finnhub
EVGN,1,5.0,4.09,C,9,,,neutral,0,simulated
EVGO,1,5.0,4.09,C,9,,,neutral,0,simulated
EVH,1,5.0,4.09,C,9,,,neutral,0,simulated
EVN,3,5.0,4.12,C,9,,,neutral,0,polygon
EVOXU,1,5.0,4.09,C,9,,,neutral,0,simulated
EVR,1,5.0,4.09,C,9,,,neutral,0,simulated
EVRG,1,5.0,4.09,C,9,,,neutral,0,simulated
EVTC,3,5.0,4.12,C,9,,,neutral,0,simulated
EVTL,1,5.0,4.09,C,9,,,neutral,0,simulated
EWBC,1,5.0,4.09,B,9,Banks - Regional,-1.3,neutral,6,simulated
EWCZ,3,5.0,4.12,C,9,,,neutral,0,finnhub
EXC,1,5.35,6.22,C,1,,,neutral,0,simulated
EXEL,1,5.19,5.25,B,9,Biotechnology,-1.9,low_volume,8,simulated
EXK,1,5.32,6.04,B,9,Silver,-34.9,neutral,7,simulated
EXPD,1,5.0,4.09,C,9,,,neutral,0,simulated
EXPE,1,5.0,4.09,C,9,,,neutral,0,simulated
EXPI,1,6.46,10.0,B,9,Real Estate Services,-60.1,neutral,7,simulated
EXPO,1,5.19,5.25,B,9,Engineering & Construction,-27.5,neutral,5,simulated
EXR,1,5.0,4.09,C,9,,,neutral,0,simulated
EXTR,1,5.26,5.67,B,3,Communication Equipment,0.0,neutral,7,simulated
EYPT,3,6.0,10.0,A,9,Biotechnology,-33.5,neutral,7,polygon
EZGO,1,5.0,4.09,C,9,,,neutral,0,simulated
EZPW,1,5.0,4.09,C,9,,,neutral,0,simulated
EZRA,1,5.0,4.09,C,9,,,neutral,0,simulated
F,1,5.0,4.09,C,9,,,neutral,0,simulated
FA,3,5.0,4.12,C,9,,,neutral,0,simulated
FACT,1,5.0,4.09,C,9,,,neutral,0,simulated
FAMI,1,5.51,7.19,B,9,Packaged Foods,-37.4,elevated_volume,8,simulated
FANG,1,5.35,6.22,B,1,Oil & Gas E&P,-12.1,neutral,6,simulated
FAST,1,5.0,4.09,C,9,,,neutral,0,simulated
FAX,1,4.93,3.66,B,9,Asset Management,-6.8,neutral,6,simulated
FBGL,1,6.22,10.0,B,9,Engineering & Construction,-60.1,neutral,7,simulated
FBIZ,1,5.0,4.09,B,9,Banks - Regional,-1.2,neutral,6,simulated
FCBC,1,5.0,4.09,C,9,,,neutral,0,simulated
FCCO,1,5.0,4.09,C,9,,,neutral,0,simulated
FCEL,1,5.08,4.58,B,9,Electrical Equipment & Parts,-25.9,low_volume,7,simulated
FCHL,1,5.51,7.19,B,9,Education & Training Services,-100.0,low_volume,7,simulated
FCNCA,1,5.28,5.79,B,9,Banks - Regional,-6.0,neutral,5,simulated
FCNCN,1,6.03,10.0,B,9,,-0.6,dark_pool_buying,5,simulated
FCNCO,1,5.0,4.09,C,9,,,neutral,0,simulated
FCNCP,1,5.0,4.09,C,9,,,neutral,0,simulated
FCPT,1,5.0,4.09,C,9,,,neutral,0,simulated
FCRS,1,5.0,4.09,C,9,,,neutral,0,simulated
FCUUF,3,5.23,5.47,C,9,,,neutral,0,simulated
FCUV,3,5.36,6.24,B,9,Scientific & Technical Instruments,-98.5,low_volume,7,simulated
FCX,1,5.0,4.09,B,9,Copper,-1.9,neutral,7,simulated
FDBC,1,5.0,4.09,C,9,,,neutral,0,simulated
FDMT,1,5.0,4.09,C,9,,,neutral,0,simulated
FDUS,3,5.0,4.12,C,9,,,neutral,0,finnhub
FDX,1,5.0,4.09,C,9,,,neutral,0,simulated
FE,1,5.0,4.09,C,9,,,neutral,0,simulated
FEAM,1,5.51,7.19,B,9,Specialty Chemicals,-75.8,low_volume,6,simulated
FEDU,3,5.0,4.12,C,9,,,neutral,0,polygon
FEED,3,5.36,6.24,A,9,Medical Devices,-93.3,low_volume,8,polygon
FEIM,3,5.0,4.12,C,9,,,neutral,0,finnhub
FELE,1,5.0,4.09,C,9,,,neutral,0,simulated
FER,1,5.31,5.98,B,9,Engineering & Construction,-5.8,neutral,7,simulated
FET,3,5.0,4.12,C,9,,,neutral,0,finnhub
FF,1,5.0,4.09,C,9,,,neutral,0,simulated
FFAIW,3,5.0,4.12,C,9,,,neutral,0,finnhub
FFC,1,5.0,4.09,C,9,,,neutral,0,simulated
FFIC,3,5.72,8.36,A,9,Banks - Regional,-9.4,dark_pool_buying,6,polygon
FFIN,1,5.0,4.09,C,9,,,neutral,0,simulated
FFIV,1,5.0,4.09,C,9,,,neutral,0,simulated
FGBIP,1,5.0,4.09,C,9,,,neutral,0,simulated
FGII,2,5.22,5.45,B,9,Shell Companies,-0.1,low_volume,6,simulated
FGIWW,1,5.0,4.09,C,9,,,neutral,0,simulated
FGMCR,1,5.23,5.49,C,9,,,neutral,1,simulated
FGN,1,5.0,4.09,C,9,,,neutral,0,simulated
FGNXP,1,5.28,5.79,B,9,Asset Management,-1.6,elevated_volume,7,simulated
FGSN,3,5.22,5.42,A,9,,-8.0,low_volume,5,polygon
FHI,1,5.0,4.09,C,9,,,neutral,0,simulated
FHTX,1,5.0,4.09,C,9,,,neutral,0,simulated
FICO,1,5.0,4.09,C,9,,,neutral,0,simulated
FIGR,1,5.0,4.09,C,9,,,neutral,0,simulated
FIGX,1,6.03,10.0,B,9,Shell Companies,-0.1,dark_pool_buying,6,simulated
FINW,3,5.0,4.12,C,9,,,neutral,0,finnhub
FIS,1,5.35,6.22,C,8,,,neutral,0,simulated
FISV,1,5.35,6.22,C,8,,,neutral,0,simulated
FITB,1,4.91,3.54,B,9,Banks - Regional,-2.3,neutral,6,simulated
FITBI,1,5.0,4.09,C,9,,,neutral,0,simulated
FITBM,1,5.0,4.09,C,9,,,neutral,0,simulated
FITBO,3,5.0,4.12,C,9,,,neutral,0,simulated
FIVE,1,5.0,4.09,C,9,,,neutral,0,simulated
FIX,3,5.0,4.12,C,9,,,neutral,0,simulated
FLEX,3,5.0,4.12,C,9,,,neutral,0,simulated
FLG,1,5.0,4.09,C,9,,,neutral,0,simulated
FLNG,3,5.0,4.12,C,9,,,neutral,0,simulated
FLNT,1,5.3,5.92,B,9,Advertising Agencies,-33.6,elevated_volume,8,simulated
FLR,1,5.0,4.09,C,9,,,neutral,0,simulated
FLS,1,5.0,4.09,C,9,,,neutral,0,simulated
FLUX,3,5.0,4.12,C,9,,,neutral,0,polygon
FLWS,1,5.0,4.09,C,9,,,neutral,0,simulated
FMACU,3,5.0,4.12,C,9,,,neutral,0,simulated
FMAO,1,5.0,4.09,B,9,Banks - Regional,-2.4,neutral,6,simulated
FMC,1,5.0,4.09,C,9,,,neutral,0,simulated
FMST,1,5.0,4.09,C,9,,,neutral,0,simulated
FMX,2,5.0,4.08,C,9,,,neutral,0,simulated
FMY,3,5.0,4.12,C,9,,,neutral,0,finnhub
FN,3,5.33,6.06,B,2,Electronic Components,-18.9,neutral,7,simulated
FNB,3,5.0,4.12,C,9,,,neutral,0,finnhub
FNF,1,5.0,4.09,C,9,,,neutral,0,simulated
FNKO,3,5.0,4.12,C,9,,,neutral,0,polygon
FNUC,1,5.0,4.09,C,9,,,neutral,0,simulated
FNV,3,5.0,4.12,C,9,,,neutral,0,simulated
FNWB,3,5.0,4.12,C,9,,,neutral,0,finnhub
FONR,1,5.31,5.98,B,9,Diagnostics & Research,-0.1,dark_pool_buying,7,simulated
FORA,3,5.0,4.12,C,9,,,neutral,0,simulated
FORM,1,5.41,6.59,C,2,,,neutral,0,simulated
FOSL,3,5.17,5.12,A,9,Footwear & Accessories,-20.4,neutral,6,finnhub
FOXA,1,5.0,4.09,C,9,,,neutral,0,simulated
FOXF,1,5.0,4.09,C,9,,,neutral,0,simulated
FPI,1,6.05,10.0,B,9,REIT - Specialty,-24.6,neutral,6,simulated
FRA,1,5.08,4.58,B,9,Asset Management,-9.9,neutral,5,simulated
FRME,1,5.0,4.09,C,9,,,neutral,0,simulated
FRMI,1,5.89,9.51,B,9,REIT - Specialty,-77.4,elevated_volume,6,simulated
FROG,3,5.27,5.71,B,6,Software - Application,-9.8,neutral,7,simulated
FRPT,1,5.0,4.09,C,9,,,neutral,0,simulated
FRST,3,5.0,4.12,C,9,,,neutral,0,finnhub
FSBC,1,5.0,4.09,C,9,,,neutral,0,simulated
FSHP,3,5.0,4.12,C,9,,,neutral,0,polygon
FSI,1,5.0,4.09,C,9,,,neutral,0,simulated
FSLR,1,5.35,6.22,C,1,,,neutral,0,simulated
FSLY,3,5.0,4.12,C,9,,,neutral,0,simulated
FSP,1,5.91,9.63,B,9,REIT - Office,-62.8,neutral,6,simulated
FSS,1,5.38,6.4,B,9,Farm & Heavy Construction Machinery,-12.7,neutral,7,simulated
FSTR,1,4.66,2.02,B,9,Railroads,0.0,low_volume,8,simulated
FSV,1,5.0,4.09,C,9,,,neutral,0,simulated
FT,1,5.0,4.09,C,9,,,neutral,0,simulated
FTAI,1,5.0,4.09,C,9,,,neutral,0,simulated
FTAIM,1,5.0,4.09,C,9,,,neutral,0,simulated
FTAIN,1,5.0,4.09,C,9,,,neutral,0,simulated
FTCI,1,5.98,10.0,B,1,Solar,-64.2,low_volume,8,simulated
FTF,3,4.93,3.7,B,9,Asset Management,-2.5,neutral,6,simulated
FTI,1,5.0,4.09,C,9,,,neutral,0,simulated
FTLF,1,5.0,4.09,C,9,,,neutral,0,simulated
FTNT,1,5.41,6.59,C,7,,,neutral,0,simulated
FTRK,1,5.0,4.09,C,9,,,neutral,0,simulated
FTS,1,5.0,4.09,C,9,,,neutral,0,simulated
FTV,1,5.0,4.09,B,9,Scientific & Technical Instruments,-2.7,neutral,7,simulated
FUJIY,3,5.0,4.12,C,9,,,neutral,0,simulated
FUL,1,5.23,5.49,B,9,Specialty Chemicals,-4.2,neutral,6,simulated
FUNC,1,4.87,3.3,B,9,Banks - Regional,0.0,elevated_volume,7,simulated
FUSEW,3,5.74,8.48,B,9,,-65.3,low_volume,6,simulated
FUTU,1,5.0,4.09,C,9,,,neutral,0,simulated
FVR,1,5.0,4.09,C,9,,,neutral,0,simulated
FVRR,1,5.0,4.09,C,9,,,neutral,0,simulated
FWRD,1,5.0,4.09,C,9,,,neutral,0,simulated
FWRG,1,5.0,4.09,C,9,,,neutral,0,simulated
GAING,1,5.31,5.98,B,9,,-2.2,neutral,4,simulated
GALT,2,5.99,10.0,B,9,Biotechnology,-61.3,neutral,5,simulated
GAMB,1,5.68,8.23,B,9,Gambling,-81.0,low_volume,7,simulated
GAP,3,5.0,4.12,C,9,,,neutral,0,polygon
GASS,3,5.0,4.12,C,9,,,neutral,0,finnhub
GATX,1,5.0,4.09,C,9,,,neutral,0,simulated
GAU,1,5.84,9.2,B,9,Gold,-36.7,neutral,7,simulated
GAUZ,1,5.0,4.09,C,9,,,neutral,0,simulated
GBDC,1,4.99,4.03,B,9,Asset Management,-8.5,low_volume,7,simulated
GBLI,3,5.19,5.24,A,9,Insurance - Property & Casualty,-21.2,neutral,5,polygon
GBTG,1,5.0,4.09,C,9,,,neutral,0,simulated
GCBC,2,5.0,4.08,C,9,,,neutral,0,simulated
GCT,1,5.47,6.95,B,4,Software - Infrastructure,-33.2,neutral,7,simulated
GCTK,1,5.0,4.09,C,9,,,neutral,0,simulated
GCTS,1,5.0,4.09,C,9,,,neutral,0,simulated
GD,1,5.08,4.58,B,9,Aerospace & Defense,-0.7,neutral,7,simulated
GDC,3,5.0,4.12,C,9,,,neutral,0,finnhub
GDEV,1,5.0,4.09,C,9,,,neutral,0,simulated
GDL,3,5.0,4.12,C,9,,,neutral,0,simulated
GDOT,2,5.0,4.08,C,9,,,neutral,0,simulated
GDRX,3,5.0,4.12,C,9,,,neutral,0,simulated
GDS,1,5.0,4.09,C,9,,,neutral,0,simulated
GDTC,1,5.0,4.09,C,9,,,neutral,0,simulated
GDV,3,5.0,4.12,C,9,,,neutral,0,simulated
GDYN,3,5.62,7.77,B,3,Information Technology Services,-48.0,low_volume,7,simulated
GE,1,4.98,3.97,B,9,Aerospace & Defense,0.0,neutral,7,simulated
GECC,1,5.32,6.04,B,9,Asset Management,-42.4,neutral,6,simulated
GECCH,1,5.22,5.43,B,9,,nan,low_volume,5,simulated
GECCI,1,5.22,5.43,B,9,,nan,low_volume,5,simulated
GECCO,3,5.0,4.12,C,9,,,neutral,0,finnhub
GEHC,1,5.0,4.09,C,9,,,neutral,0,simulated
GEL,1,5.0,4.09,C,9,,,neutral,0,simulated
GELS,3,5.0,4.12,C,9,,,neutral,0,finnhub
GEMI,3,5.0,4.12,C,9,,,neutral,0,finnhub
GEN,1,5.0,4.09,C,9,,,neutral,0,simulated
GENI,1,5.54,7.38,B,5,Internet Content & Information,-49.4,neutral,7,simulated
GENK,1,5.0,4.09,C,9,,,neutral,0,simulated
GENVR,1,5.0,4.09,C,9,,,neutral,0,simulated
GEO,1,5.0,4.09,C,9,,,neutral,0,simulated
GEOS,1,6.05,10.0,B,1,Oil & Gas Equipment & Services,-74.4,low_volume,8,simulated
GETY,1,5.0,4.09,C,9,,,neutral,0,simulated
GEV,1,5.99,10.0,B,3,Specialty Industrial Machinery,-13.4,elevated_volume,8,simulated
GEVO,1,5.0,4.09,C,9,,,neutral,0,simulated
